_u1.oktmo_code,_u1.osm_name,_u1.region_code
46631000,Люберецкий район,MOS
46633000,Можайский район,MOS
46634000,Мытищинский район,MOS
46638000,Наро-Фоминский район,MOS
46639000,Ногинский район,MOS
46641000,Одинцовский район,MOS
46642000,Озёрский район,MOS
46643000,Орехово-Зуевский район,MOS
46645000,Павлово-Посадский район,MOS
46646000,Подольский район,MOS
46647000,Пушкинский район,MOS
46648000,Раменский район,MOS
46649000,Рузский район,MOS
46650000,Серебряно-Прудский район,MOS
46651000,Серпуховский район,MOS
46652000,Солнечногорский район,MOS
46653000,Ступинский район,MOS
46654000,Талдомский район,MOS
46656000,Чеховский район,MOS
46657000,Шатурский район,MOS
46658000,Шаховской район,MOS
46659000,Щёлковский район,MOS
46704000,городской округ Балашиха,MOS
46705000,Бронницы городской округ,MOS
46706000,Краснознаменск,MOS
46709000,городской округ Домодедово,MOS
46711000,городской округ Дзержинский,MOS
46716000,городской округ Долгопрудный,MOS
46718000,городской округ Дубна,MOS
46724000,городской округ Железнодорожный,MOS
46725000,Жуковский городской округ,MOS
46730000,городской округ Звенигород,MOS
46732000,городской округ Ивантеевка,MOS
46734000,городской округ Королёв,MOS
46736000,Климовск,MOS
46738000,городской округ Коломна,MOS
46739000,городской округ Котельники,MOS
46740000,городской округ Лобня,MOS
46741000,городской округ Лыткарино,MOS
46742000,городской округ Лосино-Петровский,MOS
46743000,городской округ Красноармейск,MOS
46757000,городской округ Орехово-Зуево,MOS
46760000,городской округ Подольск,MOS
46761000,Молодёжный,MOS
46762000,городской округ Пущино,MOS
46763000,Восход,MOS
46764000,городской округ Реутов,MOS
46765000,городской округ Рошаль,MOS
46767000,городской округ Протвино,MOS
46770000,городской округ Серпухов,MOS
46773000,Власиха,MOS
46774000,Звёздный городок,MOS
46780000,городской округ Фрязино,MOS
46781000,городской округ Черноголовка,MOS
46783000,городской округ Химки,MOS
46790000,городской округ Электросталь,MOS
46791000,городской округ Электрогорск,MOS
46793000,городской округ Юбилейный,MOS
4701000,Красноярск,KYA
4703000,Ачинск,KYA
4706000,Боготол,KYA
4707000,Бородино,KYA
4709000,Дивногорск,KYA
4712000,Енисейск,KYA
4720000,Канск,KYA
4722000,Лесосибирск,KYA
4723000,Минусинск,KYA
4726000,Назарово,KYA
4729000,Норильск,KYA
4733000,Сосновоборск,KYA
4735000,Железногорск,KYA
4737000,Зеленогорск,KYA
4740000,Шарыпово,KYA
47605000,Кольский район,MUR
47608000,Кандалакшский район,MUR
47610000,Ловозерский район,MUR
47615000,Печенгский  район,MUR
47620000,Терский район,MUR
47701000,Мурманск,MUR
47703000,Ковдорский район,MUR
47705000,Апатитский район,MUR
47712000,Кировский район,MUR
47715000,Мончегорский район,MUR
47717000,Оленегорский район,MUR
47719000,Полярнозоринский район,MUR
47730000,Североморск,MUR
47731000,Островной,MUR
47733000,Заозерск,MUR
47735000,Видяево,MUR
47737000,ЗАТО Александровск,MUR
4775000,Кедровый,KYA
4780000,Солнечный,KYA
4811000,Таймырский Долгано-Ненецкий район,KYA
4911000,Эвенкийский район,KYA
49603000,Батецкий район,NOV
49606000,Боровичский район,NOV
49608000,Валдайский район,NOV
49610000,Волотовский район,NOV
49612000,Демянский район,NOV
49614000,Крестецкий район,NOV
49616000,Любытинский район,NOV
49620000,Маловишерский район,NOV
49623000,Марёвский район,NOV
49624000,Мошенской район,NOV
49625000,Новгородский район,NOV
49628000,Окуловский район,NOV
49630000,Парфинский район,NOV
49632000,Пестовский район,NOV
49634000,Поддорский район,NOV
49638000,Солецкий район,NOV
49639000,Старорусский район,NOV
49645000,Хвойнинский район,NOV
49647000,Холмский район,NOV
49650000,Чудовский район,NOV
49655000,Шимский район,NOV
49701000,Великий Новгород,NOV
50603000,Баганский район,NVS
50604000,Барабинский район,NVS
50606000,Болотнинский район,NVS
50608000,Венгеровский район,NVS
50610000,Доволенский район,NVS
50613000,Здвинский район,NVS
50615000,Искитимский район,NVS
50617000,Карасукский район,NVS
50619000,Каргатский район,NVS
50621000,Колыванский район,NVS
50623000,Коченёвский район,NVS
50625000,Кочковский район,NVS
50627000,Краснозёрский район,NVS
50630000,Куйбышевский район,NVS
50632000,Купинский район,NVS
50634000,Кыштовский район,NVS
50636000,Маслянинский район,NVS
50638000,Мошковский район,NVS
50640000,Новосибирский район,NVS
50642000,Ордынский район,NVS
50644000,Северный район,NVS
50648000,Сузунский район,NVS
50650000,Татарский район,NVS
50652000,Тогучинский район,NVS
50654000,Убинский район,NVS
50655000,Усть-Таркский район,NVS
50656000,Чановский район,NVS
50657000,Черепановский район,NVS
50658000,Чистоозёрный район,NVS
50659000,Чулымский район,NVS
50701000,Новосибирск,NVS
50708000,Бердск,NVS
50712000,Искитим,NVS
50717000,Обь,NVS
50740000,Кольцово,NVS
52601000,Азовский немецкий национальный район,OMS
52603000,Большереченский район,OMS
52606000,Большеуковский район,OMS
52609000,Горьковский район,OMS
52612000,Знаменский район,OMS
52615000,Исилькульский район,OMS
52618000,Калачинский район,OMS
52621000,Колосовский район,OMS
52623000,Кормиловский район,OMS
52626000,Крутинский район,OMS
52629000,Любинский район,OMS
52630000,Марьяновский район,OMS
52632000,Москаленский район,OMS
52634000,Муромцевский район,OMS
52636000,Называевский район,OMS
52639000,Нижнеомский район,OMS
52641000,Нововаршавский район,OMS
52642000,Одесский район,OMS
52643000,Оконешниковский район,OMS
52644000,Омский район,OMS
52646000,Павлоградский район,OMS
52648000,Полтавский район,OMS
52650000,Русско-Полянский район,OMS
52651000,Саргатский район,OMS
52652000,Седельниковский район,OMS
52653000,Таврический район,OMS
52654000,Тарский район,OMS
52655000,Тевризский район,OMS
52656000,Тюкалинский район,OMS
52657000,Усть-Ишимский район,OMS
52658000,Черлакский район,OMS
52659000,Шербакульский район,OMS
52701000,Омск,OMS
53603000,Абдулинский район,ORE
53604000,Адамовский район,ORE
53605000,Акбулакский район,ORE
53606000,Александровский район,ORE
53607000,Асекеевский район,ORE
53610000,Беляевский район,ORE
53611000,Бугурусланский район,ORE
53612000,Бузулукский район,ORE
53614000,Гайский район,ORE
53615000,Грачевский район,ORE
53617000,Домбаровский район,ORE
53619000,Илекский район,ORE
53622000,Кваркенский район,ORE
53623000,Красногвардейский район,ORE
53624000,Кувандыкский район,ORE
53625000,Курманаевский район,ORE
53627000,Матвеевский район,ORE
53630000,Новоорский район,ORE
53631000,Новосергиевский район,ORE
53633000,Октябрьский район,ORE
53634000,Оренбургский район,ORE
53636000,Первомайский район,ORE
53637000,Переволоцкий район,ORE
53638000,Пономаревский район,ORE
53640000,Сакмарский район,ORE
53641000,Саракташский район,ORE
53642000,Светлинский район,ORE
53643000,Северный район,ORE
53644000,Соль-Илецкий район,ORE
53650000,Сорочинский район,ORE
53651000,Ташлинский район,ORE
53652000,Тоцкий район,ORE
53653000,Тюльганский район,ORE
53656000,Шарлыкский район,ORE
53659000,Ясненский район,ORE
53701000,Оренбург,ORE
53708000,Бугуруслан,ORE
53712000,Бузулук,ORE
53713000,Гай,ORE
53715000,Медногорск,ORE
53720000,Новотроицк,ORE
53723000,Орск,ORE
53727000,Сорочинск,ORE
53755000,Комаровский,ORE
54604000,Болховский район,ORL
54608000,Верховский район,ORL
54610000,Глазуновский район,ORL
54612000,Дмитровский район,ORL
54615000,Должанский район,ORL
54618000,Залегощенский район,ORL
54620000,Знаменский район,ORL
54623000,Колпнянский район,ORL
54624000,Краснозоренский район,ORL
54625000,Кромской район,ORL
54626000,Корсаковский район,ORL
54629000,Ливенский район,ORL
54632000,Малоархангельский район,ORL
54636000,Мценский район,ORL
54639000,Новодеревеньковский район,ORL
54643000,Новосильский район,ORL
54647000,Орловский район,ORL
54650000,Покровский район,ORL
54652000,Свердловский район,ORL
54653000,Сосковский район,ORL
54654000,Троснянский район,ORL
54655000,Урицкий район,ORL
54657000,Хотынецкий район,ORL
54659000,Шаблыкинский район,ORL
54701000,Орёл,ORL
5602000,Анучинский район,PRI
5607000,Дальнереченский район,PRI
5610000,Кавалеровский район,PRI
5612000,Кировский район,PRI
5614000,Красноармейский район,PRI
5617000,Лазовский район,PRI
5620000,Михайловский район,PRI
5623000,Надеждинский район,PRI
5626000,Октябрьский район,PRI
5628000,Ольгинский район,PRI
5630000,Партизанский район,PRI
5632000,Пограничный район,PRI
5634000,Пожарский район,PRI
5637000,Спасский район,PRI
5640000,Тернейский район,PRI
5646000,Ханкайский район,PRI
5648000,Хасанский район,PRI
5650000,Хорольский район,PRI
5653000,Черниговский район,PRI
5655000,Чугуевский район,PRI
5657000,Шкотовский район,PRI
5659000,Яковлевский район,PRI
56603000,Башмаковский район,PEN
56606000,Спасский район,PEN
56609000,Бековский район,PEN
56612000,Белинский район,PEN
56613000,Бессоновский район,PEN
56615000,Вадинский район,PEN
56618000,Городищенский район,PEN
56623000,Земетчинский район,PEN
56626000,Иссинский район,PEN
56629000,Каменский район,PEN
56631000,Камешкирский район,PEN
56633000,Колышлейский район,PEN
56640000,Кузнецкий район,PEN
56642000,Лопатинский район,PEN
56643000,Лунинский район,PEN
56644000,Малосердобинский район,PEN
56645000,Мокшанский район,PEN
56647000,Наровчатский район,PEN
56649000,Неверкинский район,PEN
56651000,Нижнеломовский район,PEN
56653000,Никольский район,PEN
56654000,Пачелмский район,PEN
56655000,Пензенский район,PEN
56656000,Сердобский район,PEN
56657000,Сосновоборский район,PEN
56658000,Тамалинский район,PEN
56659000,Шемышейский район,PEN
56701000,городской округ Пенза,PEN
56705000,городской округ Кузнецк,PEN
56734000,Заречный,PEN
5701000,Владивостокский округ,PRI
5703000,Арсеньевский округ,PRI
5705000,Артемовский округ,PRI
5706000,Большой Камень,PRI
5707000,Дальнегорский округ,PRI
5708000,Дальнереченский округ,PRI
5711000,Лесозаводский округ,PRI
5714000,Находкинский округ,PRI
5717000,Партизанский округ,PRI
5720000,Спасск-Дальний,PRI
5723000,Уссурийский округ,PRI
5747000,Город Фокино (ЗАТО),PRI
57604000,Бардымский район,PER
57605000,Александровский район,PER
57606000,Березовский район,PER
57608000,Большесосновский район,PER
57612000,Верещагинский район,PER
57614000,Горнозаводский район,PER
57615000,Гремячинский район,PER
57616000,Добрянский район,PER
57617000,Губахинский район,PER
57618000,Еловский район,PER
57620000,Ильинский район,PER
57622000,Карагайский район,PER
57623000,Кизеловский район,PER
57624000,Кишертский район,PER
57626000,Красновишерский район,PER
57627000,Краснокамский район,PER
57628000,Куединский район,PER
57630000,Кунгурский район,PER
57632000,Лысьвенский район,PER
57634000,Нытвенский район,PER
57636000,Октябрьский район,PER
57638000,Ординский район,PER
57640000,Осинский район,PER
57642000,Оханский район,PER
57644000,Очерский район,PER
57646000,Пермский  район,PER
57648000,Сивинский район,PER
57650000,Соликамский район,PER
57651000,Суксунский район,PER
57652000,Уинский район,PER
57653000,Усольский район,PER
57654000,Чайковский район,PER
57655000,Частинский район,PER
57656000,Чердынский район,PER
57657000,Чернушинский район,PER
57658000,Чусовской район,PER
57701000,Пермь,PER
57708000,Березниковский городской округ,PER
57722000,Кунгур,PER
57730000,Соликамск,PER
57763000,Звездный,PER
57814000,Гайнский район,PER
57817000,Косинский район,PER
57819000,Кочевский район,PER
57821000,Кудымкарский район,PER
57825000,Юрлинский район,PER
57827000,Юсьвинский район,PER
57851000,Кудымкар,PER
58604000,Бежаницкий район,PSK
58606000,Великолукский район,PSK
58608000,Гдовский район,PSK
58610000,Дедовичский район,PSK
58612000,Дновский район,PSK
58614000,Красногородский район,PSK
58616000,Куньинский район,PSK
58618000,Локнянский район,PSK
58620000,Невельский район,PSK
58623000,Новоржевский район,PSK
58626000,Новосокольнический район,PSK
58629000,Опочецкий район,PSK
58633000,Островский район,PSK
58637000,Палкинский район,PSK
58640000,Печорский район,PSK
58643000,Плюсский район,PSK
58647000,Порховский район,PSK
58649000,Псковский район,PSK
58650000,Пустошкинский район,PSK
58651000,Пушкиногорский район,PSK
58653000,Пыталовский район,PSK
58654000,Себежский район,PSK
58658000,Усвятский район,PSK
58701000,Псков,PSK
58710000,Великие Луки,PSK
60601000,Азовский район,ROS
60602000,Аксайский район,ROS
60605000,Багаевский район,ROS
60606000,Белокалитвинский район,ROS
60607000,Боковский район,ROS
60608000,Верхнедонской район,ROS
60609000,Веселовский район,ROS
60612000,Волгодонской район,ROS
60613000,Дубовский район,ROS
60615000,Егорлыкский район,ROS
60617000,Заветинский район,ROS
60618000,Зерноградский район,ROS
60619000,Зимовниковский район,ROS
60622000,Кагальницкий район,ROS
60623000,Каменский район,ROS
60624000,Кашарский район,ROS
60625000,Константиновский район,ROS
60626000,Красносулинский район,ROS
60627000,Куйбышевский район,ROS
60630000,Мартыновский район,ROS
60631000,Матвеево-Курганский район,ROS
60632000,Миллеровский район,ROS
60633000,Милютинский район,ROS
60634000,Морозовский район,ROS
60635000,Мясниковский район,ROS
60636000,Неклиновский район,ROS
60640000,Обливский район,ROS
60641000,Октябрьский район,ROS
60642000,Орловский район,ROS
60644000,Песчанокопский район,ROS
60645000,Пролетарский район,ROS
60647000,Ремонтненский район,ROS
60648000,Родионово-Несветайский район,ROS
60650000,Сальский район,ROS
60651000,Семикаракорский район,ROS
60652000,Советский район,ROS
60653000,Тарасовский район,ROS
60654000,Тацинский район,ROS
60655000,Усть-Донецкий район,ROS
60656000,Целинский район,ROS
60657000,Цимлянский район,ROS
60658000,Чертковский район,ROS
60659000,Шолоховский район,ROS
60701000,Ростов-на-Дону,ROS
60704000,Азов,ROS
60707000,Батайск,ROS
60712000,Волгодонск,ROS
60715000,Гуково,ROS
60717000,Донецк,ROS
60718000,Зверево,ROS
60719000,Каменск-Шахтинский,ROS
60727000,Новочеркасск,ROS
60730000,Новошахтинск,ROS
60737000,Таганрог,ROS
60740000,Шахты,ROS
61602000,Ермишинский район,RYA
61604000,Захаровский район,RYA
61606000,Кадомский район,RYA
61608000,Касимовский район,RYA
61610000,Клепиковский район,RYA
61612000,Кораблинский район,RYA
61615000,Милославский район,RYA
61617000,Михайловский район,RYA
61620000,Новодеревенский район,RYA
61623000,Пителинский район,RYA
61625000,Пронский район,RYA
61626000,Путятинский район,RYA
61627000,Рыбновский район,RYA
61630000,Ряжский район,RYA
61634000,Рязанский район,RYA
61637000,Сапожковский  район,RYA
61640000,Сараевский район,RYA
61642000,Сасовский район,RYA
61644000,Скопинский район,RYA
61646000,Спасский район,RYA
61648000,Старожиловский район,RYA
61650000,Ухоловский район,RYA
61653000,Чучковский район,RYA
61656000,Шацкий район,RYA
61658000,Шиловский район,RYA
61701000,городской округ Рязань,RYA
61705000,Касимов,RYA
61710000,Сасово,RYA
61715000,Скопин,RYA
63602000,Александрово-Гайский район,SAR
63603000,Аркадакский район,SAR
63604000,Аткарский район,SAR
63606000,Базарно-Карабулакский район,SAR
63607000,Балаковский район,SAR
63608000,Балашовский район,SAR
63609000,Балтайский район,SAR
63611000,Вольский район,SAR
63612000,Воскресенский район,SAR
63613000,Дергачевский район,SAR
63614000,Духовницкий район,SAR
63616000,Екатериновский район,SAR
63617000,Ершовский район,SAR
63619000,Ивантеевский район,SAR
63621000,Калининский район,SAR
63622000,Красноармейский район,SAR
63623000,Краснокутский район,SAR
63624000,Краснопартизанский район,SAR
63625000,Лысогорский район,SAR
63626000,Марксовский район,SAR
63629000,Новобурасский район,SAR
63630000,Новоузенский район,SAR
63632000,Озинский район,SAR
63634000,Перелюбский район,SAR
63635000,Петровский район,SAR
63636000,Питерский район,SAR
63637000,Пугачёвский район,SAR
63639000,Ровенский район,SAR
63640000,Романовский район,SAR
63641000,Ртищевский район,SAR
63642000,Самойловский район,SAR
63643000,Саратовский район,SAR
63644000,Советский район,SAR
63646000,Татищевский район,SAR
63647000,Турковский район,SAR
63648000,Фёдоровский район,SAR
63649000,Хвалынский район,SAR
63650000,Энгельсский район,SAR
63701000,Саратов,SAR
63746000,Шиханы,SAR
63760000,Михайловский,SAR
63775000,Светлый,SAR
64652000,Углегорский район,SHL
64701000,город Южно-Сахалинск,SHL
64704000,Александровск-Сахалинский район,SHL
64708000,Анивский район,SHL
64709000,городской округ Вахрушев,SHL
64712000,Долинский район,SHL
64716000,Корсаковский район,SHL
64720000,Курильский район,SHL
64724000,Макаровский район,SHL
64728000,Невельский район,SHL
64732000,Ногликский район,SHL
64736000,Охинский район,SHL
64740000,Поронайский район,SHL
64743000,Северо-Курильский район,SHL
64746000,Смирныховский район,SHL
64748000,Томаринский район,SHL
64750000,Тымовский район,SHL
64754000,Холмский район,SHL
64756000,Южно-Курильский район,SHL
65608000,Байкаловский муниципальный район,SVE
65623000,Камышловский муниципальный район,SVE
65628000,Нижнесергинский муниципальный район,SVE
65639000,Слободо-Туринский муниципальный район,SVE
65645000,Таборинский муниципальный район,SVE
65701000,муниципальное образование город Екатеринбург,SVE
65702000,Алапаевское муниципальное образование,SVE
65703000,Артёмовский городской округ,SVE
65704000,Артинский городской округ,SVE
65705000,Ачитский городской округ,SVE
65706000,Белоярский городской округ,SVE
65707000,городской округ Богданович,SVE
65708000,Верхнесалдинский городской округ,SVE
65709000,городской округ Верхотурский,SVE
65710000,Гаринский городской округ,SVE
65711000,Ирбитское муниципальное образование,SVE
65712000,Каменский городской округ,SVE
65713000,муниципальное образование Красноуфимский округ,SVE
65714000,Невьянский городской округ,SVE
65715000,Нижнетуринский городской округ,SVE
65716000,Новолялинский городской округ,SVE
65717000,Горноуральский городской округ,SVE
65718000,Пышминский городской округ,SVE
65719000,городской округ Ревда,SVE
65720000,Режевской городской округ,SVE
65721000,Сосьвинский городской округ,SVE
65722000,Сысертский городской округ,SVE
65723000,Тавдинский городской округ,SVE
65724000,Талицкий городской округ,SVE
65725000,Тугулымский городской округ,SVE
65726000,Туринский городской округ,SVE
65727000,Шалинский городской округ,SVE
65728000,муниципальное образование город Алапаевск,SVE
65729000,Арамильский городской округ,SVE
65730000,Асбестовский городской округ,SVE
65731000,Берёзовский городской округ,SVE
65732000,городской округ Верхняя Пышма,SVE
65733000,городской округ Верхний Тагил,SVE
65734000,городской округ Верхняя Тура,SVE
65735000,Волчанский городской округ,SVE
65736000,городской округ Дегтярск,SVE
65737000,городской округ Заречный,SVE
65738000,Ивдельский городской округ,SVE
65739000,муниципальное образование город Ирбит,SVE
65740000,городской округ Каменск-Уральский,SVE
65741000,Камышловский городской округ,SVE
65742000,городской округ Карпинск,SVE
65743000,Качканарский городской округ,SVE
65744000,Кировградский городской округ,SVE
65745000,городской округ Краснотурьинск,SVE
65746000,городской округ Красноуральск,SVE
65747000,городской округ Красноуфимск,SVE
65748000,Кушвинский городской округ,SVE
65749000,городской округ город Лесной,SVE
65750000,городской округ Нижняя Салда,SVE
65751000,городской округ Нижний Тагил,SVE
65752000,Новоуральский городской округ,SVE
65753000,городской округ Первоуральск,SVE
65754000,Полевской городской округ,SVE
65755000,Североуральский городской округ,SVE
65756000,Серовский городской округ,SVE
65757000,городской округ Среднеуральск,SVE
65758000,городской округ Сухой Лог,SVE
65759000,Бисертский городской округ,SVE
65760000,городской округ Верхнее Дуброво,SVE
65761000,городской округ Верх-Нейвинский,SVE
65762000,городской округ Малышева,SVE
65763000,Рефтинский городской округ,SVE
65764000,городской округ Пелым,SVE
65765000,городской округ ЗАТО Свободный,SVE
65766000,городской округ Староуткинск,SVE
65767000,муниципальное образование посёлок Уральский,SVE
66603000,Велижский район,SMO
66605000,Вяземский район,SMO
66608000,Гагаринский район,SMO
66609000,Глинковский район,SMO
66611000,Демидовский район,SMO
66614000,Дорогобужский район,SMO
66616000,Духовщинский район,SMO
66619000,Ельнинский район,SMO
66621000,Ершичский район,SMO
66623000,Кардымовский район,SMO
66624000,Краснинский район,SMO
66627000,Монастырщинский район,SMO
66630000,Новодугинский район,SMO
66633000,Починковский район,SMO
66636000,Рославльский район,SMO
66638000,Руднянский район,SMO
66641000,Сафоновский район,SMO
66644000,Смоленский район,SMO
66646000,Сычёвский район,SMO
66648000,Темкинский район,SMO
66650000,Угранский район,SMO
66652000,Хиславичский район,SMO
66654000,Холм-Жирковский район,SMO
66656000,Шумячский район,SMO
66658000,Ярцевский район,SMO
66701000,Смоленск,SMO
66710000,городской округ Десногорск,SMO
68602000,Бондарский район,TAM
68603000,Гавриловский район,TAM
68604000,Жердевский район,TAM
68606000,Знаменский район,TAM
68608000,Инжавинский район,TAM
68610000,Кирсановский район,TAM
68612000,Мичуринский район,TAM
68614000,Мордовский район,TAM
68616000,Моршанский район,TAM
68618000,Мучкапский район,TAM
68620000,Никифоровский район,TAM
68622000,Первомайский район,TAM
68624000,Петровский район,TAM
68626000,Пичаевский район,TAM
68628000,Рассказовский район,TAM
68630000,Ржаксинский район,TAM
68632000,Сампурский район,TAM
68634000,Сосновский район,TAM
68636000,Староюрьевский район,TAM
68640000,Тамбовский район,TAM
68642000,Токаревский район,TAM
68644000,Уваровский район,TAM
68646000,Уметский район,TAM
68701000,городской округ Тамбов,TAM
68705000,городской округ Кирсанов,TAM
68710000,городской округ Котовск,TAM
68715000,городской округ Мичуринск,TAM
68720000,городской округ Моршанск,TAM
68725000,городской округ Рассказово,TAM
68730000,городской округ Уварово,TAM
69604000,Александровский район,TOM
69608000,Асиновский район,TOM
69612000,Бакчарский район,TOM
69616000,Верхнекетский район,TOM
69620000,Зырянский район,TOM
69624000,Каргасокский район,TOM
69628000,Кожевниковский район,TOM
69632000,Колпашевский район,TOM
69636000,Кривошеинский район,TOM
69640000,Молчановский район,TOM
69644000,Парабельский район,TOM
69648000,Первомайский район,TOM
69652000,Тегульдетский район,TOM
69654000,Томский район,TOM
69656000,Чаинский район,TOM
69658000,Шегарский район,TOM
69701000,Томск,TOM
69707000,Пудинское,TOM
69710000,Стрежевой,TOM
69741000,Северск,TOM
70602000,Алексинский район,TUL
70604000,Арсеньевский район,TUL
70606000,Белевский район,TUL
70608000,Богородицкий район,TUL
70612000,Веневский район,TUL
70616000,Воловский район,TUL
70618000,Дубенский район,TUL
70620000,Ефремовский район,TUL
70622000,Заокский район,TUL
70624000,Каменский район,TUL
70626000,Кимовский район,TUL
70628000,Киреевский район,TUL
70630000,Куркинский район,TUL
70632000,Ленинский район,TUL
70636000,Одоевский район,TUL
70638000,Плавский район,TUL
70640000,Суворовский район,TUL
70642000,Тепло-Огаревский район,TUL
70644000,Узловский район,TUL
70646000,Чернский район,TUL
70648000,Щёкинский район,TUL
70650000,Ясногорский район,TUL
70701000,Тула,TUL
70702000,рабочий поселок Новогуровский,TUL
70712000,Донской,TUL
70724000,Новомосковск,TUL
70730000,Славный,TUL
71603000,Абатский район,TUM
71605000,Армизонский район,TUM
71607000,Аромашевский район,TUM
71610000,Бердюжский район,TUM
71613000,Вагайский район,TUM
71615000,Викуловский район,TUM
71618000,Голышмановский район,TUM
71624000,Исетский район,TUM
71626000,Ишимский район,TUM
71630000,Казанский район,TUM
71632000,Нижнетавдинский район,TUM
71634000,Омутинский район,TUM
71636000,Сладковский район,TUM
71638000,Сорокинский район,TUM
71642000,Тобольский район,TUM
71644000,Тюменский район,TUM
71648000,Уватский район,TUM
71650000,Упоровский район,TUM
71653000,Юргинский район,TUM
71656000,Ялуторовский район,TUM
71658000,Ярковский район,TUM
71701000,Тюмень,TUM
71703000,Заводоуковск,TUM
71705000,Ишим,TUM
71710000,Тобольск,TUM
71715000,Ялуторовск,TUM
71811000,Белоярский район,HMN
71812000,Берёзовский район,HMN
71816000,Кондинский район,HMN
71818000,Нефтеюганский район,HMN
71819000,Нижневартовский район,HMN
71821000,Октябрьский район,HMN
71824000,Советский район,HMN
71826000,Сургутский район,HMN
71829000,Ханты-Мансийский район,HMN
71871000,город Ханты-Мансийск,HMN
71872000,город Лангепас,HMN
71873000,город Мегион,HMN
71874000,город Нефтеюганск,HMN
71875000,город Нижневартовск,HMN
71876000,город Сургут,HMN
71877000,город Радужный,HMN
71878000,город Урай,HMN
71879000,Городской округ Нягань,HMN
71883000,Когалымский городской округ,HMN
71884000,город Покачи,HMN
71885000,город Пыть-Ях,HMN
71887000,город Югорск,HMN
71913000,Красноселькупский район,YAN
71916000,Надымский район,YAN
71918000,Приуральский район,YAN
71920000,Пуровский район,YAN
71923000,Тазовский район,YAN
71926000,Шурышкарский район,YAN
71928000,Ямальский район,YAN
71951000,город Салехард,YAN
71952000,город Губкинский,YAN
71953000,город Лабытнанги,YAN
71955000,город Муравленко,YAN
71956000,Новый Уренгой,YAN
71958000,город Ноябрьск,YAN
73602000,Базарносызганский район,ULY
73604000,Барышский район,ULY
73607000,Вешкаймский район,ULY
73610000,Инзенский район,ULY
73614000,Карсунский район,ULY
73616000,Кузоватовский район,ULY
73620000,Майнский район,ULY
73622000,Мелекесский район,ULY
73625000,Николаевский район,ULY
73627000,Новомалыклинский район,ULY
73629000,Новоспасский район,ULY
73632000,Павловский район,ULY
73634000,Радищевский район,ULY
73636000,Сенгилеевский район,ULY
73639000,Старокулаткинский район,ULY
73642000,Старомайнский район,ULY
73644000,Сурский район,ULY
73648000,Тереньгульский район,ULY
73652000,Ульяновский район,ULY
73654000,Цильнинский район,ULY
73656000,Чердаклинский район,ULY
73701000,город Ульяновск,ULY
73705000,Димитровград,ULY
73715000,Новоульяновск,ULY
75603000,Агаповский район,CHE
75606000,Аргаяшский район,CHE
75609000,Ашинский район,CHE
75612000,Брединский район,CHE
75614000,Варненский район,CHE
75617000,Верхнеуральский район,CHE
75619000,Еманжелинский район,CHE
75620000,Еткульский район,CHE
75623000,Карталинский район,CHE
75626000,Каслинский район,CHE
75629000,Катав-Ивановский район,CHE
75632000,Кизильский район,CHE
75633000,Коркинский район,CHE
75634000,Красноармейский район,CHE
75636000,Кунашакский район,CHE
75638000,Кусинский район,CHE
75642000,Нагайбакский район,CHE
75644000,Нязепетровский район,CHE
75647000,Октябрьский район,CHE
75648000,Пластовский район,CHE
75649000,Саткинский район,CHE
75652000,Сосновский район,CHE
75654000,Троицкий район,CHE
75655000,Увельский район,CHE
75656000,Уйский район,CHE
75657000,Чебаркульский район,CHE
75659000,Чесменский район,CHE
75701000,Челябинский городской округ,CHE
75706000,Верхнеуфалейский городской округ,CHE
75707000,Трехгорный городской округ,CHE
75712000,Златоустовский городской округ,CHE
75715000,Карабашский городской округ,CHE
75728000,Копейский городской округ,CHE
75734000,Кыштымский городской округ,CHE
75738000,Магнитогорский городской округ,CHE
75742000,Миасский городской округ,CHE
75743000,Озерский городской округ,CHE
75746000,Снежинский городской округ,CHE
75752000,Троицкий городской округ,CHE
75755000,Усть-Катавский городской округ,CHE
75758000,Чебаркульский городской округ,CHE
75759000,Локомотивный городской округ,CHE
75764000,Южноуральский городской округ,CHE
7602000,Александровский район,STA
7605000,Апанасенковский район,STA
7607000,Арзгирский район,STA
7610000,Благодарненский район,STA
7612000,Буденновский район,STA
7615000,Георгиевский район,STA
7617000,Грачевский район,STA
7620000,Изобильненский район,STA
7622000,Ипатовский район,STA
7625000,Кировский район,STA
7628000,Кочубеевский район,STA
7630000,Красногвардейский район,STA
7632000,Андроповский район,STA
7633000,Курский район,STA
7636000,Левокумский район,STA
7639000,Минераловодский район,STA
7641000,Нефтекумский район,STA
7643000,Новоалександровский район,STA
7644000,Новоселицкий район,STA
7646000,Петровский район,STA
7648000,Предгорный район,STA
7650000,Советский район,STA
7652000,Степновский район,STA
7654000,Труновский район,STA
7656000,Туркменский район,STA
7658000,Шпаковский район,STA
76603000,Акшинский район,ZAB
76604000,Александрово-Заводский район,ZAB
76606000,Балейский район,ZAB
76609000,Борзинский район,ZAB
76610000,Газимуро-Заводский район,ZAB
76612000,Забайкальский район,ZAB
76615000,Каларский район,ZAB
76618000,Калганский район,ZAB
76620000,Карымский район,ZAB
76621000,Краснокаменский район,ZAB
76622000,Красночикойский район,ZAB
76624000,Кыринский район,ZAB
76626000,Могочинский район,ZAB
76628000,Нерчинский район,ZAB
