_u1.oktmo_code,_u1.osm_name,_u1.region_code
76630000,Нерчинско-Заводский район,ZAB
76632000,Оловяннинский район,ZAB
76634000,Ононский район,ZAB
76636000,Петровск-Забайкальский район,ZAB
76638000,Приаргунский район,ZAB
76640000,Сретенский район,ZAB
76642000,Тунгиро-Олекминский район,ZAB
76644000,Тунгокоченский район,ZAB
76646000,Улетовский район,ZAB
76647000,Хилокский район,ZAB
76648000,Чернышевский район,ZAB
76650000,Читинский район,ZAB
76652000,Шелопугинский район,ZAB
76654000,Шилкинский район,ZAB
76701000,городской округ Чита,ZAB
76715000,городской округ Петровск-Забайкальский,ZAB
76822000,Агинский район,ZAB
76825000,Дульдургинский район,ZAB
76828000,Могойтуйский район,ZAB
7701000,Ставрополь,STA
7702000,Будённовск,STA
7707000,Георгиевск,STA
7710000,Ессентуки,STA
7712000,Железноводск,STA
7715000,Кисловодск,STA
7718000,Лермонтов,STA
7724000,Невинномысск,STA
7727000,Пятигорск,STA
77603000,Анадырский район,CHU
77609000,Билибинский район,CHU
77615000,Иультинский район,CHU
77620000,Провиденский район,CHU
77630000,Чаунский район,CHU
77633000,Чукотский район,CHU
77701000,городской округ Анадырь,CHU
78603000,Большесельский район,YAR
78606000,Борисоглебский район,YAR
78609000,Брейтовский район,YAR
78612000,Гаврилов-Ямский район,YAR
78615000,Даниловский район,YAR
78618000,Любимский район,YAR
78621000,Мышкинский район,YAR
78623000,Некоузский район,YAR
78626000,Некрасовский район,YAR
78629000,Первомайский район,YAR
78632000,Переславский район,YAR
78634000,Пошехонский район,YAR
78637000,Ростовский район,YAR
78640000,Рыбинский район,YAR
78643000,Тутаевский район,YAR
78646000,Угличский район,YAR
78650000,Ярославский район,YAR
78701000,городской округ Ярославль,YAR
78705000,Переславль-Залесский,YAR
79605000,Гиагинский район,ADY
79615000,Кошехабльский район,ADY
79618000,Красногвардейский район,ADY
79622000,Майкопский район,ADY
79630000,Тахтамукайский район,ADY
79633000,Теучежский район,ADY
79640000,Шовгеновский район,ADY
79701000,городской округ Майкоп,ADY
79703000,Адыгейск,ADY
80601000,Абзелиловский район,BAS
80602000,Альшеевский район,BAS
80603000,Архангельский район,BAS
80604000,Аскинский район,BAS
80605000,Аургазинский район,BAS
80606000,Баймакский район,BAS
80607000,Бакалинский район,BAS
80608000,Балтачевский район,BAS
80609000,Белебеевский район,BAS
80610000,Белокатайский район,BAS
80611000,Белорецкий район,BAS
80612000,Бижбулякский район,BAS
80613000,Бирский район,BAS
80614000,Благоварский район,BAS
80615000,Благовещенский район,BAS
80617000,Буздякский район,BAS
80618000,Бураевский район,BAS
80619000,Бурзянский район,BAS
80621000,Гафурийский район,BAS
80622000,Давлекановский район,BAS
80623000,Дуванский район,BAS
80624000,Дюртюлинский район,BAS
80625000,Ермекеевский район,BAS
80626000,Зианчуринский район,BAS
80627000,Зилаирский район,BAS
80628000,Иглинский район,BAS
80630000,Илишевский район,BAS
80631000,Ишимбайский район,BAS
80633000,Калтасинский район,BAS
80634000,Караидельский район,BAS
80635000,Кармаскалинский район,BAS
80636000,Кигинский район,BAS
80637000,Краснокамский район,BAS
80638000,Кугарчинский район,BAS
80639000,Куюргазинский район,BAS
80640000,Кушнаренковский район,BAS
80641000,Мелеузовский район,BAS
80642000,Мечетлинский район,BAS
80643000,Мишкинский район,BAS
80644000,Миякинский район,BAS
80645000,Нуримановский район,BAS
80647000,Салаватский район,BAS
80648000,Стерлибашевский район,BAS
80649000,Стерлитамакский район,BAS
80650000,Татышлинский район,BAS
80651000,Туймазинский район,BAS
80652000,Уфимский район,BAS
80653000,Учалинский район,BAS
80654000,Федоровский район,BAS
80655000,Хайбуллинский район,BAS
80656000,Чекмагушевский район,BAS
80657000,Чишминский район,BAS
80658000,Шаранский район,BAS
80659000,Янаульский район,BAS
80701000,Уфа,BAS
80703000,городской округ Агидель,BAS
80707000,ЗАТО Межгорье,BAS
80723000,городской округ Кумертау,BAS
80727000,городской округ Нефтекамск,BAS
80735000,городской округ Октябрьский,BAS
80739000,город Салават,BAS
80743000,городской округ Сибай,BAS
80745000,Стерлитамак,BAS
81603000,Баргузинский район,BUR
81606000,Баунтовский район,BUR
81609000,Бичурский район,BUR
81612000,Джидинский район,BUR
81615000,Еравнинский район,BUR
81618000,Заиграевский район,BUR
81621000,Закаменский район,BUR
81622000,Иволгинский район,BUR
81624000,Кабанский район,BUR
81627000,Кижингинский район,BUR
81630000,Курумканский район,BUR
81633000,Кяхтинский район,BUR
81635000,Муйский район,BUR
81636000,Мухоршибирский район,BUR
81639000,Окинский район,BUR
81642000,Прибайкальский район,BUR
81645000,Северо-Байкальский район,BUR
81648000,Селенгинский район,BUR
81650000,Тарбагатайский район,BUR
81651000,Тункинский район,BUR
81657000,Хоринский район,BUR
81701000,город Улан-Удэ,BUR
81720000,Северобайкальск,BUR
82601000,Агульский район,DAG
82603000,Акушинский район,DAG
82605000,Ахвахский район,DAG
82606000,Ахтынский район,DAG
82607000,Бабаюртовский район,DAG
82609000,Ботлихский район,DAG
82611000,Буйнакский район,DAG
82613000,Гергебильский район,DAG
82615000,Гумбетовский район,DAG
82616000,Гунибский район,DAG
82618000,Дахадаевский район,DAG
82620000,Дербентский район,DAG
82621000,Докузпаринский район,DAG
82622000,Казбековский район,DAG
82623000,Кайтагский район,DAG
82624000,Каякентский район,DAG
82626000,Кизилюртовский район,DAG
82627000,Кизлярский район,DAG
82629000,Кулинский район,DAG
82630000,Курахский район,DAG
82632000,Лакский район,DAG
82634000,Левашинский район,DAG
82635000,Карабудахкентский район,DAG
82636000,Кумторкалинский район,DAG
82637000,Магарамкентский район,DAG
82639000,Новолакский район,DAG
82640000,Ногайский район,DAG
82642000,Рутульский район,DAG
82644000,Сергокалинский район,DAG
82646000,Шамильский район,DAG
82647000,Сулейман-Стальский район,DAG
82648000,Табасаранский район,DAG
82649000,Тарумовский район,DAG
82651000,Тляратинский район,DAG
82653000,Унцукульский район,DAG
82654000,Хасавюртовский район,DAG
82655000,Хивский район,DAG
82656000,Хунзахский район,DAG
82657000,Цумадинский район,DAG
82658000,Цунтинский район,DAG
82659000,Чародинский район,DAG
82701000,городской округ Махачкала,DAG
82705000,городской округ Буйнакск,DAG
82708000,городской округ Дагестанские Огни,DAG
82710000,городской округ Дербент,DAG
82715000,городской округ Избербаш,DAG
82720000,городской округ Каспийск,DAG
82725000,городской округ Кизилюрт,DAG
82730000,городской округ Кизляр,DAG
82735000,городской округ Хасавюрт,DAG
82738000,городской округ Южно-Сухокумск,DAG
83610000,Баксанский район,KBR
83615000,Зольский район,KBR
83618000,Лескенский район,KBR
83620000,Майский район,KBR
83625000,Прохладненский район,KBR
83630000,Черекский район,KBR
83635000,Терский район,KBR
83640000,Урванский район,KBR
83645000,Чегемский район,KBR
83648000,Эльбрусский район,KBR
83701000,Нальчик,KBR
83703000,Баксан,KBR
83710000,Прохладный,KBR
84610000,Кош-Агачский район,ALR
84615000,Майминский район,ALR
84620000,Онгудайский район,ALR
84625000,Турочакский район,ALR
84630000,Улаганский район,ALR
84635000,Усть-Канский район,ALR
84640000,Усть-Коксинский район,ALR
84643000,Чемальский район,ALR
84645000,Чойский район,ALR
84650000,Шебалинский район,ALR
84701000,Горно-Алтайск,ALR
85605000,Городовиковский район,KLM
85610000,Ики-Бурульский район,KLM
85615000,Лаганский район,KLM
85620000,Малодербетовский район,KLM
85623000,Октябрьский район,KLM
85625000,Кетченеровский район,KLM
85628000,Приютненский район,KLM
85632000,Сарпинский район,KLM
85637000,Целинный район,KLM
85642000,Черноземельский район,KLM
85646000,Юстинский район,KLM
85650000,Яшалтинский район,KLM
85654000,Яшкульский район,KLM
85701000,Элиста,KLM
8603000,Амурский район,HAB
8606000,Аяно-Майский район,HAB
8609000,Бикинский район,HAB
8612000,Ванинский район,HAB
8614000,Верхнебуреинский район,HAB
8617000,Вяземский район,HAB
8620000,Комсомольский район,HAB
8624000,Имени Лазо район,HAB
8628000,Нанайский район,HAB
8631000,Николаевский район,HAB
8634000,Охотский район,HAB
8637000,Имени Полины Осипенко район,HAB
8642000,Советско-Гаванский район,HAB
8644000,Солнечный район,HAB
8646000,Тугуро-Чумиканский район,HAB
8650000,Ульчский район,HAB
8655000,Хабаровский район,HAB
86604000,Беломорский район,KAR
86609000,Калевальский район,KAR
86610000,Сортавальский район,KAR
86612000,Кемский район,KAR
86615000,Кондопожский район,KAR
86618000,Лахденпохский район,KAR
86621000,Лоухский район,KAR
86624000,Медвежьегорский район,KAR
86627000,Муезерский район,KAR
86630000,Олонецкий район,KAR
86633000,Питкярантский район,KAR
86636000,Прионежский район,KAR
86639000,Пряжинский район,KAR
86642000,Пудожский район,KAR
86645000,Сегежский район,KAR
86650000,Суоярвский район,KAR
86701000,Петрозаводский городской округ,KAR
86706000,Костомукшский городской округ,KAR
8701000,Хабаровск,HAB
8709000,Комсомольск-на-Амуре,HAB
87602000,район Вуктыл,KOM
87604000,Ижемский район,KOM
87608000,Княжпогостский район,KOM
87612000,Койгородский район,KOM
87616000,Корткеросский район,KOM
87620000,район Печора,KOM
87624000,Прилузский район,KOM
87626000,район Сосногорск,KOM
87628000,Сыктывдинский район,KOM
87632000,Сысольский район,KOM
87636000,Троицко-Печорский район,KOM
87640000,Удорский район,KOM
87644000,Усть-Вымский район,KOM
87648000,Усть-Куломский район,KOM
87652000,Усть-Цилемский район,KOM
87701000,городской округ Сыктывкар,KOM
87710000,городской округ Воркута,KOM
87715000,городской округ Инта,KOM
87723000,городской округ Усинск,KOM
87725000,городской округ Ухта,KOM
88604000,Волжский район,MAR
88608000,Горномарийский район,MAR
88612000,Звениговский район,MAR
88616000,Килемарский район,MAR
88620000,Куженерский район,MAR
88624000,Мари-Турекский район,MAR
88628000,Медведевский район,MAR
88632000,Моркинский Район,MAR
88636000,Новоторъяльский район,MAR
88640000,Оршанский район,MAR
88644000,Параньгинский Район,MAR
88648000,Сернурский район,MAR
88652000,Советский район,MAR
88656000,Юринский район,MAR
88701000,Йошкар-Ола,MAR
88705000,Волжск,MAR
88715000,Козьмодемьянск,MAR
89603000,Ардатовский район,MOR
89605000,Атюрьевский район,MOR
89607000,Атяшевский район,MOR
89610000,Большеберезниковский район,MOR
89613000,Большеигнатовский район,MOR
89616000,Дубенский район,MOR
89618000,Ельниковский район,MOR
89621000,Зубово-Полянский район,MOR
89624000,Инсарский район,MOR
89626000,Ичалковский район,MOR
89628000,Кадошкинский район,MOR
89629000,Ковылкинский район,MOR
89631000,Кочкуровский район,MOR
89634000,Краснослободский район,MOR
89637000,Лямбирский район,MOR
89640000,Ромодановский район,MOR
89643000,Рузаевский район,MOR
89646000,Старошайговский район,MOR
89649000,Темниковский район,MOR
89651000,Теньгушевский район,MOR
89654000,Торбеевский район,MOR
89657000,Чамзинский район,MOR
89701000,городской округ Саранск,MOR
90605000,Алагирский район,SOA
90610000,Ардонский район,SOA
90615000,Дигорский район,SOA
90620000,Ирафский район,SOA
90625000,Кировский район,SOA
90630000,Моздокский район,SOA
90635000,Правобережный район,SOA
90640000,Пригородный район,SOA
90701000,Владикавказ,SOA
91601000,Абазинский район,KCR
91603000,Адыге-Хабльский район,KCR
91610000,Зеленчукский район,KCR
91615000,Карачаевский район,KCR
91620000,Малокарачаевский район,KCR
91623000,Ногайский район,KCR
91625000,Прикубанский район,KCR
91630000,Урупский район,KCR
91635000,Усть-Джегутинский район,KCR
91640000,Хабезский район,KCR
91701000,городской округ Черкесск,KCR
91705000,городской округ Карачаевск,KCR
92601000,Агрызский район,TAT
92602000,Азнакаевский район,TAT
92604000,Аксубаевский район,TAT
92605000,Актанышский район,TAT
92606000,Алексеевский район,TAT
92607000,Алькеевский район,TAT
92608000,Альметьевский район,TAT
92610000,Апастовский район,TAT
92612000,Арский район,TAT
92613000,Атнинский район,TAT
92614000,Бавлинский район,TAT
92615000,Балтасинский район,TAT
92617000,Бугульминский район,TAT
92618000,Буинский район,TAT
92620000,Верхнеуслонский район,TAT
92622000,Высокогорский район,TAT
92624000,Дрожжановский район,TAT
92626000,Елабужский район,TAT
92627000,Заинский район,TAT
92628000,Зеленодольский район,TAT
92629000,Кайбицкий район,TAT
92630000,Камско-Устьинский район,TAT
92632000,Спасский район,TAT
92633000,Кукморский район,TAT
92634000,Лаишевский район,TAT
92636000,Лениногорский район,TAT
92638000,Мамадышский район,TAT
92639000,Менделеевский район,TAT
92640000,Мензелинский район,TAT
92642000,Муслюмовский район,TAT
92644000,Нижнекамский район,TAT
92645000,Новошешминский район,TAT
92646000,Нурлатский район,TAT
92648000,Пестречинский район,TAT
92650000,Рыбно-Слободский район,TAT
92652000,Сабинский район,TAT
92653000,Сармановский район,TAT
92654000,Ютазинский район,TAT
92655000,Тетюшский район,TAT
92656000,Тюлячинский район,TAT
92657000,Тукаевский район,TAT
92658000,Черемшанский район,TAT
92659000,Чистопольский район,TAT
92701000,Казань,TAT
92730000,Набережные Челны,TAT
93605000,Бай-Тайгинский кожуун,TUV
93610000,Барун-Хемчикский кожуун,TUV
93615000,Дзун-Хемчикский кожуун,TUV
93620000,Каа-Хемский кожуун,TUV
93622000,Кызылский район,TUV
93625000,Монгун-Тайгинский кожуун,TUV
93630000,Овюрский кожуун,TUV
93635000,Пий-Хемский кожуун,TUV
93638000,Сут-Хольский кожуун,TUV
93640000,Тандинский кожуун,TUV
93643000,Тере-Хольский кожуун,TUV
93645000,Тес-Хемский кожуун,TUV
93650000,Тоджинский кожуун,TUV
93654000,Улуг-Хемский кожуун,TUV
93656000,Чаа-Хольский кожуун,TUV
93657000,Чеди-Хольский кожуун,TUV
93658000,Эрзинский кожуун,TUV
93701000,Кызыл,TUV
93703000,Ак-Довурак,TUV
94602000,Алнашский район,UDM
94604000,Балезинский район,UDM
94606000,Вавожский район,UDM
94608000,Воткинский район,UDM
94610000,Глазовский район,UDM
94612000,Граховский район,UDM
94614000,Дебёсский район,UDM
94616000,Завьяловский район,UDM
94618000,Игринский район,UDM
94620000,Камбарский район,UDM
94622000,Каракулинский район,UDM
94624000,Кезский район,UDM
94626000,Кизнерский район,UDM
94628000,Киясовский район,UDM
94630000,Красногорский район,UDM
94633000,Малопургинский район,UDM
94635000,Можгинский район,UDM
94637000,Сарапульский район,UDM
94639000,Селтинский район,UDM
94641000,Сюмсинский район,UDM
94644000,Увинский район,UDM
94646000,Шарканский район,UDM
94648000,Юкаменский район,UDM
94650000,Якшур-Бодьинский район,UDM
94652000,Ярский район,UDM
94701000,Ижевск,UDM
94710000,город Воткинск,UDM
94720000,Глазов,UDM
94730000,Можга,UDM
94740000,Сарапул,UDM
95605000,Алтайский район,HAK
95608000,Аскизский район,HAK
95612000,Бейский район,HAK
95615000,Боградский район,HAK
95620000,Орджоникидзевский район,HAK
95625000,Таштыпский район,HAK
95630000,Усть-Абаканский район,HAK
95635000,Ширинский район,HAK
95701000,Абакан,HAK
95702000,Абаза,HAK
95708000,Саяногорск,HAK
95709000,Сорск,HAK
95715000,Черногорск,HAK
96602000,Ачхой-Мартановский район,CHR
96604000,Веденский район,CHR
96607000,Грозненский район,CHR
96610000,Гудермесский район,CHR
96611000,Итум-Калинский район,CHR
96612000,Курчалоевский район,CHR
96616000,Надтеречный район,CHR
96622000,Наурский район,CHR
96625000,Ножай-Юртовский район,CHR
96628000,Шатойский район,CHR
96631000,Сунженский район,CHR
96634000,Урус-Мартановский район,CHR
96637000,Шалинский район,CHR
96640000,Шелковской район,CHR
96691000,Шаройский район,CHR
96701000,Грозненский городской округ,CHR
96702000,Аргунский городской округ,CHR
96704000,Гудермесский городской округ,CHR
97603000,Алатырский район,CHV
97605000,Аликовский район,CHV
97607000,Батыревский район,CHV
97610000,Вурнарский район,CHV
97613000,Ибресинский район,CHV
97616000,Канашский район,CHV
97619000,Козловский район,CHV
97621000,Комсомольский район,CHV
97624000,Красноармейский район,CHV
97626000,Красночетайский район,CHV
97629000,Мариинско-Посадский район,CHV
97632000,Моргаушский район,CHV
97635000,Порецкий район,CHV
97638000,Урмарский район,CHV
97641000,Цивильский район,CHV
97644000,Чебоксарский район,CHV
97647000,Шемуршинский район,CHV
97650000,Шумерлинский район,CHV
97653000,Ядринский район,CHV
97655000,Яльчикский район,CHV
97658000,Янтиковский район,CHV
97701000,город Чебоксары,CHV
97704000,Город Алатырь,CHV
97707000,город Канаш,CHV
97710000,город Новочебоксарск,CHV
97713000,город Шумерля,CHV
98601000,Абыйский улус,SAH
98603000,Алданский улус,SAH
98604000,Таттинский улус,SAH
98606000,Аллаиховский улус,SAH
98608000,Амгинский улус,SAH
98610000,Анабарский улус,SAH
98612000,Булунский улус,SAH
98614000,Верхневилюйский улус,SAH
98615000,Верхнеколымский улус,SAH
98616000,Верхоянский улус,SAH
98618000,Вилюйский улус,SAH
98620000,Горный улус,SAH
98622000,Жиганский улус,SAH
98624000,Кобяйский улус,SAH
98626000,Нюрбинский улус,SAH
98627000,Ленский улус,SAH
98629000,Мегино-Кангаласский улус,SAH
98631000,Мирнинский улус,SAH
98633000,Момский улус,SAH
98635000,Намский улус,SAH
98637000,Нижнеколымский улус,SAH
98639000,Оймяконский улус,SAH
98641000,Олёкминский улус,SAH
98642000,Оленёкский улус,SAH
98644000,Хангаласский улус,SAH
98646000,Среднеколымский улус,SAH
98648000,Сунтарский улус,SAH
98650000,Томпонский улус,SAH
98652000,Усть-Алданский улус,SAH
98654000,Усть-Майский улус,SAH
98656000,Усть-Янский улус,SAH
98658000,Чурапчинский улус,SAH
98659000,Эвено-Бытантайский национальный улус,SAH
98660000,Нерюнгринский улус,SAH
98701000,Якутск,SAH
98702000,Жатай,SAH
99605000,Биробиджанский район,EVR
99610000,Ленинский район,EVR
99620000,Облученский район,EVR
99625000,Октябрьский район,EVR
99630000,Смидовичский район,EVR
99701000,городской округ Биробиджан,EVR
40301000,Коломна,SPB
40302000,Сенной округ,SPB
40303000,Адмиралтейский округ,SPB
40304000,Семёновский,SPB
40306000,Муниципальный округ № 6,SPB
40307000,Муниципальный округ № 7,SPB
40308000,Васильевский,SPB
40309000,Гавань,SPB
40310000,Морской,SPB
40311000,Остров Декабристов,SPB
40312000,Левашово,SPB
40313000,Парголово,SPB
40314000,Сампсониевское,SPB
40315000,Светлановское,SPB
40316000,Сосновское,SPB
40317000,Муниципальный округ № 15,SPB
40318000,Парнас,SPB
40319000,Шувалово-Озерки,SPB
40320000,Лисий Нос,SPB
40321000,Лахта-Ольгино,SPB
40322000,Муниципальный округ № 65,SPB
40323000,Чёрная речка,SPB
40324000,Комендантский аэродром,SPB
40325000,Озеро Долгое,SPB
40326000,Юнтолово,SPB
40327000,Коломяги,SPB
40328000,Гражданка,SPB
40329000,Академическое,SPB
40330000,Финляндский округ,SPB
40331000,Муниципальный округ № 21,SPB
40332000,Пискарёвка,SPB
40333000,Северный,SPB
40334000,Прометей,SPB
40335000,Муниципальный округ № 25,SPB
40336000,Муниципальный округ Ульянка,SPB
40337000,Дачное,SPB
40338000,Автово,SPB
40340000,Красненькая речка,SPB
40341000,Морские ворота,SPB
40342000,Колпино,SPB
40343000,Металлострой,SPB
40344000,Петро-Славянка,SPB
40345000,Понтонный,SPB
40346000,Сапёрный,SPB
40347000,Усть-Ижора,SPB
40348000,Полюстрово,SPB
40349000,Большая Охта,SPB
40350000,Малая Охта,SPB
40351000,Пороховые,SPB
40352000,Ржевка,SPB
40353000,Красное Село,SPB
40354000,Юго-Запад,SPB
40355000,Южно-Приморский,SPB
40356000,Сосновая поляна,SPB
40357000,Урицк,SPB
40358000,Константиновское,SPB
40359000,Горелово,SPB
40360000,Кронштадт,SPB
40361000,Зеленогорск,SPB
40362000,Сестрорецк,SPB
40363000,Белоостров,SPB
40364000,Комарово,SPB
40365000,Молодёжное,SPB
40366000,Песочный,SPB
40367000,Репино,SPB
40368000,Серово,SPB
40369000,Смолячково,SPB
40370000,Солнечное,SPB
40371000,Ушково,SPB
40372000,Ломоносов,SPB
40373000,Московская застава,SPB
40374000,Гагаринское,SPB
40375000,Новоизмайловское,SPB
40376000,Пулковский меридиан,SPB
40377000,Звёздное,SPB
40378000,Невская застава,SPB
40379000,Ивановский,SPB
40380000,Обуховский,SPB
40381000,Рыбацкое,SPB
40382000,Муниципальный округ № 53,SPB
40383000,Муниципальный округ № 54,SPB
40384000,Невский округ,SPB
40385000,Оккервиль,SPB
40386000,Правобережный,SPB
40387000,Павловск,SPB
40388000,Тярлево,SPB
40389000,Введенский,SPB
40390000,Кронверкское,SPB
40391000,Посадский,SPB
40392000,Аптекарский остров,SPB
40395000,Петергоф,SPB
40396000,Стрельна,SPB
40397000,Пушкин,SPB
40398000,Александровская,SPB
40901000,Шушары,SPB
40902000,Волковское,SPB
40903000,Муниципальный округ № 72,SPB
40904000,Купчино,SPB
40905000,Георгиевский,SPB
40906000,Муниципальный округ № 75,SPB
40907000,Балканский,SPB
40908000,Дворцовый округ,SPB
40909000,Муниципальный округ № 78,SPB
40910000,Литейный округ,SPB
40911000,Смольнинское,SPB
40912000,Лиговка-Ямская,SPB
40913000,Владимирский округ,SPB
45301000,район Богородское,MOS
45302000,район Вешняки,MOS
45303000,район Восточное Измайлово,MOS
45304000,район Восточный,MOS
45305000,район Гольяново,MOS
45306000,район Ивановское,MOS
45307000,район Измайлово,MOS
45308000,район Косино-Ухтомский,MOS
45309000,район Новогиреево,MOS
45310000,район Новокосино,MOS
45311000,район Метрогородок,MOS
45312000,район Перово,MOS
45313000,район Северное Измайлово,MOS
45314000,район Соколиная Гора,MOS
45315000,район Сокольники,MOS
45316000,район Преображенское,MOS
45317000,район Внуково,MOS
45318000,район Дорогомилово,MOS
45319000,район Крылатское,MOS
45320000,район Кунцево,MOS
45321000,Можайский район,MOS
45322000,район Ново-Переделкино,MOS
45323000,район Очаково-Матвеевское,MOS
45324000,район Проспект Вернадского,MOS
45325000,район Раменки,MOS
45326000,район Солнцево,MOS
45327000,район Тропарёво-Никулино,MOS
45328000,район Филёвский Парк,MOS
45329000,район Фили-Давыдково,MOS
45330000,район Крюково,MOS
45331000,район Матушкино,MOS
45332000,район Силино,MOS
45333000,район Аэропорт,MOS
45334000,район Беговой,MOS
45335000,Бескудниковский район,MOS
45336000,Войковский район,MOS
45337000,район Восточное Дегунино,MOS
45338000,Головинский район,MOS
45339000,Дмитровский район,MOS
45340000,район Западное Дегунино,MOS
45341000,район Коптево,MOS
45342000,район Левобережный,MOS
45343000,Молжаниновский район,MOS
45344000,Савёловский район,MOS
45345000,район Сокол,MOS
45346000,Тимирязевский район,MOS
45347000,район Ховрино,MOS
45348000,Хорошёвский район,MOS
45349000,Алексеевский район,MOS
45350000,Алтуфьевский район,MOS
45351000,Бабушкинский район,MOS
45352000,район Бибирево,MOS
45353000,Бутырский район,MOS
45354000,район Лианозово,MOS
45355000,Лосиноостровский район,MOS
45356000,район Марфино,MOS
45357000,район Марьина Роща,MOS
45358000,Останкинский район,MOS
45359000,район Отрадное,MOS
45360000,район Ростокино,MOS
45361000,район Свиблово,MOS
45362000,район Северное Медведково,MOS
45363000,район Северный,MOS
45364000,район Южное Медведково,MOS
45365000,Ярославский район,MOS
45366000,район Куркино,MOS
45367000,район Митино,MOS
45368000,район Покровское-Стрешнево,MOS
45369000,район Северное Тушино,MOS
45370000,район Строгино,MOS
45371000,район Хорошёво-Мнёвники,MOS
45372000,район Щукино,MOS
45373000,район Южное Тушино,MOS
45374000,район Арбат,MOS
45375000,Басманный район,MOS
45376000,район Замоскворечье,MOS
45377000,район Савёлки,MOS
45378000,Красносельский район,MOS
45379000,Мещанский район,MOS
45380000,Пресненский район,MOS
45381000,Таганский район,MOS
45382000,Тверской район,MOS
45383000,район Хамовники,MOS
45384000,район Якиманка,MOS
45385000,район Выхино-Жулебино,MOS
45386000,район Капотня,MOS
45387000,район Кузьминки,MOS
45388000,район Лефортово,MOS
45389000,район Люблино,MOS
45390000,район Марьино,MOS
45391000,район Некрасовка,MOS
45392000,Нижегородский район,MOS
45393000,район Печатники,MOS
45394000,Рязанский район,MOS
45395000,район Текстильщики,MOS
45396000,Южнопортовый район,MOS
45397000,Академический район,MOS
45398000,Гагаринский район,MOS
45901000,район Зюзино,MOS
45902000,район Коньково,MOS
45903000,район Котловка,MOS
45904000,Ломоносовский район,MOS
45905000,Обручевский район,MOS
45906000,район Северное Бутово,MOS
45907000,район Тёплый Стан,MOS
45908000,район Черёмушки,MOS
45909000,район Южное Бутово,MOS
45910000,район Ясенево,MOS
45911000,район Бирюлёво Восточное,MOS
45912000,район Бирюлёво Западное,MOS
45913000,район Братеево,MOS
45914000,Даниловский район,MOS
45915000,Донской район,MOS
45916000,район Зябликово,MOS
45917000,район Москворечье-Сабурово,MOS
45918000,район Нагатино-Садовники,MOS
45919000,район Нагатинский Затон,MOS
45920000,Нагорный район,MOS
45921000,район Орехово-Борисово Северное,MOS
45922000,район Орехово-Борисово Южное,MOS
45923000,район Царицыно,MOS
45924000,район Чертаново Северное,MOS
45925000,район Чертаново Центральное,MOS
45926000,район Чертаново Южное,MOS
45927000,район Старое Крюково,MOS
