dt,zid_oktmo,tid,gender,age,customers_cnt_home,customers_cnt_work
2016-02-03,46623000,Metropolis,2,2,125,68
2016-02-03,46623000,Metropolis,2,3,11,23
2016-02-03,46623000,Metropolis,2,4,46,15
2016-02-03,46623000,Shuka,1,1,72,53
2016-02-03,46623000,Shuka,1,2,421,258
2016-02-03,46623000,Shuka,1,3,205,106
2016-02-03,46623000,Shuka,1,4,129,87
2016-02-03,46623000,Shuka,2,1,95,53
2016-02-03,46623000,Shuka,2,2,417,235
2016-02-03,46623000,Shuka,2,3,213,125
2016-02-03,46623000,Shuka,2,4,156,68
2016-02-03,46628000,Himki,1,3,15,8
2016-02-03,46628000,Himki,1,4,4,8
2016-02-03,46628000,Himki,2,3,4,4
2016-02-03,46628000,Metropolis,1,1,4,
2016-02-03,46628000,Metropolis,1,2,15,8
2016-02-03,46628000,Metropolis,1,3,8,
2016-02-03,46628000,Metropolis,1,4,11,
2016-02-03,46628000,Metropolis,2,2,4,8
2016-02-03,46628000,Metropolis,2,3,4,4
2016-02-03,46628000,Shuka,1,1,4,
2016-02-03,46628000,Shuka,1,2,11,4
2016-02-03,46628000,Shuka,1,4,8,8
2016-02-03,46628000,Shuka,2,1,4,
2016-02-03,46628000,Shuka,2,2,8,
2016-02-03,46628000,Shuka,2,4,4,8
2016-02-03,46629000,Metropolis,2,2,4,4
2016-02-03,46630000,Himki,1,3,8,
2016-02-03,46631000,Himki,1,2,11,11
2016-02-03,46631000,Himki,1,3,8,15
2016-02-03,46631000,Himki,2,3,4,4
2016-02-03,46631000,Metropolis,1,1,8,8
2016-02-03,46631000,Metropolis,1,2,27,8
2016-02-03,46631000,Metropolis,1,3,15,4
2016-02-03,46631000,Metropolis,1,4,4,4
2016-02-03,46631000,Metropolis,2,1,4,
2016-02-03,46631000,Metropolis,2,2,27,15
2016-02-03,46631000,Metropolis,2,3,15,4
2016-02-03,46631000,Metropolis,2,4,4,4
2016-02-03,46631000,Shuka,1,1,15,11
2016-02-03,46631000,Shuka,1,2,46,27
2016-02-03,46631000,Shuka,1,3,8,
2016-02-03,46631000,Shuka,1,4,19,8
2016-02-03,46631000,Shuka,2,1,15,15
2016-02-03,46631000,Shuka,2,2,27,11
2016-02-03,46631000,Shuka,2,3,11,11
2016-02-03,46633000,Himki,1,2,4,4
2016-02-03,46633000,Metropolis,1,2,4,4
2016-02-03,46633000,Metropolis,1,3,4,
2016-02-03,46633000,Metropolis,2,2,8,4
2016-02-03,46633000,Metropolis,2,3,4,
2016-02-03,46633000,Shuka,1,3,4,4
2016-02-03,46633000,Shuka,2,4,4,4
2016-02-03,46634000,Himki,1,1,8,
2016-02-03,46634000,Himki,1,2,53,53
2016-02-03,46634000,Himki,1,3,49,42
2016-02-03,46634000,Himki,1,4,27,19
2016-02-03,46634000,Himki,2,1,4,4
2016-02-03,46634000,Himki,2,2,42,53
2016-02-03,46634000,Himki,2,3,19,19
2016-02-03,46634000,Himki,2,4,8,8
2016-02-03,46634000,Metropolis,1,1,11,4
2016-02-03,46634000,Metropolis,1,2,27,27
2016-02-03,46634000,Metropolis,1,3,23,8
2016-02-03,46634000,Metropolis,1,4,8,8
2016-02-03,46634000,Metropolis,2,1,19,
2016-02-03,46634000,Metropolis,2,2,23,23
2016-02-03,46634000,Metropolis,2,3,19,11
2016-02-03,46634000,Metropolis,2,4,4,
2016-02-03,46634000,Shuka,1,1,4,4
2016-02-03,46634000,Shuka,1,2,8,19
2016-02-03,46634000,Shuka,1,3,11,8
2016-02-03,46634000,Shuka,1,4,15,4
2016-02-03,46634000,Shuka,2,1,8,4
2016-02-03,46634000,Shuka,2,2,19,11
2016-02-03,46634000,Shuka,2,3,8,8
2016-02-03,46634000,Shuka,2,4,15,
2016-02-03,46638000,Himki,1,1,4,4
2016-02-03,46638000,Himki,1,2,4,4
2016-02-03,46638000,Himki,1,4,4,11
2016-02-03,46638000,Himki,2,4,4,4
2016-02-03,46638000,Metropolis,1,2,15,
2016-02-03,46638000,Metropolis,1,3,4,
2016-02-03,46638000,Metropolis,2,1,4,
2016-02-03,46638000,Metropolis,2,2,15,
2016-02-03,46638000,Metropolis,2,3,4,4
2016-02-03,46638000,Shuka,1,2,4,
2016-02-03,46638000,Shuka,1,4,4,
2016-02-03,46638000,Shuka,2,2,4,
2016-02-03,46638000,Shuka,2,4,8,8
2016-02-03,46639000,Himki,1,1,4,
2016-02-03,46639000,Himki,1,4,4,4
2016-02-03,46639000,Himki,2,3,4,4
2016-02-03,46639000,Metropolis,1,1,4,4
2016-02-03,46639000,Metropolis,1,2,11,8
2016-02-03,46639000,Metropolis,2,2,4,
2016-02-03,46639000,Metropolis,2,3,4,
2016-02-03,46639000,Shuka,1,2,4,
2016-02-03,46639000,Shuka,2,4,4,4
2016-02-03,46641000,Himki,1,1,4,4
2016-02-03,46641000,Himki,1,2,49,61
2016-02-03,46641000,Himki,1,3,49,42
2016-02-03,46641000,Himki,1,4,11,19
2016-02-03,46641000,Himki,2,1,8,8
2016-02-03,46641000,Himki,2,2,34,30
2016-02-03,46641000,Himki,2,3,4,4
2016-02-03,46641000,Himki,2,4,19,11
2016-02-03,46641000,Metropolis,1,1,11,
2016-02-03,46641000,Metropolis,1,2,30,8
2016-02-03,46641000,Metropolis,1,3,11,11
2016-02-03,46641000,Metropolis,1,4,11,8
2016-02-03,46641000,Metropolis,2,1,23,4
2016-02-03,46641000,Metropolis,2,2,38,19
2016-02-03,46641000,Metropolis,2,3,19,11
2016-02-03,46641000,Metropolis,2,4,11,
2016-02-03,46641000,Shuka,1,1,4,8
2016-02-03,46641000,Shuka,1,2,38,34
2016-02-03,46641000,Shuka,1,3,30,15
2016-02-03,46641000,Shuka,1,4,15,8
2016-02-03,46641000,Shuka,2,1,11,4
2016-02-03,46641000,Shuka,2,2,38,27
2016-02-03,46641000,Shuka,2,3,15,4
2016-02-03,46641000,Shuka,2,4,19,27
2016-02-03,46642000,Himki,1,4,4,4
2016-02-03,46642000,Shuka,1,4,4,
2016-02-03,46642000,Shuka,2,2,4,
2016-02-03,46643000,Metropolis,1,2,4,4
2016-02-03,46643000,Metropolis,2,2,4,4
2016-02-03,46643000,Shuka,2,1,4,
2016-02-03,46643000,Shuka,2,2,8,
2016-02-03,46643000,Shuka,2,3,4,4
2016-02-03,46645000,Metropolis,1,2,4,4
2016-02-03,46645000,Metropolis,1,3,8,
2016-02-03,46645000,Metropolis,1,4,4,4
2016-02-03,46645000,Shuka,1,2,8,4
2016-02-03,46646000,Himki,1,4,8,
2016-02-03,46646000,Metropolis,1,2,4,4
2016-02-03,46646000,Metropolis,1,3,4,
2016-02-03,46646000,Shuka,1,1,4,4
2016-02-03,46646000,Shuka,1,3,8,
2016-02-03,46646000,Shuka,2,4,8,
2016-02-03,46647000,Himki,1,2,19,15
2016-02-03,46647000,Himki,1,3,8,
2016-02-03,46647000,Himki,1,4,11,4
2016-02-03,46647000,Himki,2,2,4,4
2016-02-03,46647000,Himki,2,3,11,11
2016-02-03,46647000,Himki,2,4,23,8
2016-02-03,46647000,Metropolis,1,1,4,4
2016-02-03,46647000,Metropolis,1,2,8,
2016-02-03,46647000,Metropolis,1,3,4,
2016-02-03,46647000,Metropolis,2,1,8,4
2016-02-03,46647000,Metropolis,2,2,19,4
2016-02-03,46647000,Metropolis,2,4,8,
2016-02-03,46647000,Shuka,1,2,19,4
2016-02-03,46647000,Shuka,1,3,4,8
2016-02-03,46647000,Shuka,1,4,4,4
2016-02-03,46647000,Shuka,2,2,8,4
2016-02-03,46647000,Shuka,2,4,4,4
2016-02-03,46648000,Himki,1,2,8,4
2016-02-03,46648000,Himki,2,3,4,
2016-02-03,46648000,Metropolis,1,2,11,8
2016-02-03,46648000,Metropolis,1,3,19,15
2016-02-03,46648000,Metropolis,2,2,11,
2016-02-03,46648000,Metropolis,2,4,4,
2016-02-03,46648000,Shuka,1,2,19,11
2016-02-03,46648000,Shuka,1,4,4,4
2016-02-03,46648000,Shuka,2,1,4,
2016-02-03,46648000,Shuka,2,2,11,4
2016-02-03,46648000,Shuka,2,3,4,8
2016-02-03,46648000,Shuka,2,4,8,
2016-02-03,46649000,Himki,1,1,4,4
2016-02-03,46649000,Himki,1,2,4,
2016-02-03,46649000,Himki,2,2,4,
2016-02-03,46649000,Himki,2,3,4,
2016-02-03,46649000,Metropolis,1,2,8,8
2016-02-03,46649000,Metropolis,1,3,4,
2016-02-03,46649000,Metropolis,2,1,4,
2016-02-03,46649000,Metropolis,2,2,4,
2016-02-03,46649000,Shuka,1,2,8,4
2016-02-03,46649000,Shuka,1,3,8,
2016-02-03,46649000,Shuka,2,2,8,4
2016-02-03,46649000,Shuka,2,4,4,
2016-02-03,46651000,Himki,1,3,4,4
2016-02-03,46652000,Himki,1,1,38,23
2016-02-03,46652000,Himki,1,2,190,144
2016-02-03,46652000,Himki,1,3,118,95
2016-02-03,46652000,Himki,1,4,80,68
2016-02-03,46652000,Himki,2,1,46,34
2016-02-03,46652000,Himki,2,2,99,76
2016-02-03,46652000,Himki,2,3,91,72
2016-02-03,46652000,Himki,2,4,68,57
2016-02-03,46652000,Metropolis,1,1,8,4
2016-02-03,46652000,Metropolis,1,2,34,19
2016-02-03,46652000,Metropolis,1,3,27,19
2016-02-03,46652000,Metropolis,1,4,15,8
2016-02-03,46652000,Metropolis,2,1,19,8
2016-02-03,46652000,Metropolis,2,2,38,27
2016-02-03,46652000,Metropolis,2,3,11,11
2016-02-03,46652000,Metropolis,2,4,8,8
2016-02-03,46652000,Shuka,1,1,4,4
2016-02-03,46652000,Shuka,1,2,27,8
2016-02-03,46652000,Shuka,1,3,8,15
2016-02-03,46652000,Shuka,1,4,8,8
2016-02-03,46652000,Shuka,2,1,4,
2016-02-03,46652000,Shuka,2,2,15,8
2016-02-03,46652000,Shuka,2,3,15,4
2016-02-03,46652000,Shuka,2,4,8,11
2016-02-03,46653000,Himki,2,3,4,4
2016-02-03,46653000,Metropolis,1,1,11,
2016-02-03,46653000,Metropolis,1,2,11,8
2016-02-03,46653000,Shuka,1,2,4,
2016-02-03,46653000,Shuka,1,3,4,
2016-02-03,46653000,Shuka,1,4,4,8
2016-02-03,46654000,Himki,1,2,8,4
2016-02-03,46654000,Himki,1,3,4,4
2016-02-03,46654000,Himki,1,4,4,4
2016-02-03,46654000,Himki,2,3,4,4
2016-02-03,46654000,Metropolis,2,3,4,4
2016-02-03,46656000,Himki,1,4,4,4
2016-02-03,46656000,Metropolis,2,3,4,
2016-02-03,46656000,Metropolis,2,4,4,4
2016-02-03,46656000,Shuka,1,2,8,
2016-02-03,46656000,Shuka,1,4,4,
2016-02-03,46657000,Himki,2,1,4,4
2016-02-03,46657000,Shuka,1,3,8,4
2016-02-03,46657000,Shuka,2,2,4,4
2016-02-03,46658000,Metropolis,1,3,4,4
2016-02-03,46658000,Shuka,1,3,4,4
2016-02-03,46659000,Himki,1,1,4,4
2016-02-03,46659000,Himki,1,2,8,8
2016-02-03,46659000,Himki,1,3,11,4
2016-02-03,46659000,Himki,1,4,4,4
2016-02-03,46659000,Himki,2,2,15,8
2016-02-03,46659000,Himki,2,4,8,8
2016-02-03,46659000,Metropolis,1,1,8,
2016-02-03,46659000,Metropolis,1,2,11,
2016-02-03,46659000,Metropolis,1,3,4,4
2016-02-03,46659000,Metropolis,1,4,4,4
2016-02-03,46659000,Metropolis,2,2,11,
2016-02-03,46659000,Metropolis,2,4,8,4
2016-02-03,46659000,Shuka,1,2,8,
2016-02-03,46659000,Shuka,1,3,15,11
2016-02-03,46659000,Shuka,2,2,8,
2016-02-03,46704000,Himki,1,1,11,11
2016-02-03,46704000,Himki,1,2,4,15
2016-02-03,46704000,Himki,1,3,4,
2016-02-03,46704000,Himki,1,4,4,4
2016-02-03,46704000,Himki,2,2,4,4
2016-02-03,46704000,Metropolis,1,1,8,4
2016-02-03,46704000,Metropolis,1,2,27,8
2016-02-03,46704000,Metropolis,2,1,15,8
2016-02-03,46704000,Metropolis,2,2,38,11
2016-02-03,46704000,Metropolis,2,3,11,4
2016-02-03,46704000,Metropolis,2,4,11,8
2016-02-03,46704000,Shuka,1,1,15,4
2016-02-03,46704000,Shuka,1,2,8,11
2016-02-03,46704000,Shuka,1,3,8,4
2016-02-03,46704000,Shuka,1,4,4,
2016-02-03,46704000,Shuka,2,2,11,8
2016-02-03,46704000,Shuka,2,3,4,
2016-02-03,46704000,Shuka,2,4,4,4
2016-02-03,46705000,Metropolis,2,2,4,
2016-02-03,46706000,Himki,1,2,4,8
2016-02-03,46706000,Metropolis,1,1,4,4
2016-02-03,46706000,Metropolis,1,2,4,4
2016-02-03,46706000,Metropolis,1,4,8,4
2016-02-03,46706000,Shuka,1,2,4,
2016-02-03,46706000,Shuka,2,2,4,
2016-02-03,46709000,Himki,1,4,4,4
2016-02-03,46709000,Himki,2,4,4,4
2016-02-03,46709000,Metropolis,1,1,4,4
2016-02-03,46709000,Metropolis,1,2,4,8
2016-02-03,46709000,Metropolis,2,1,4,4
2016-02-03,46709000,Metropolis,2,2,8,8
2016-02-03,46709000,Metropolis,2,3,4,4
2016-02-03,46709000,Shuka,1,2,8,11
2016-02-03,46709000,Shuka,1,4,4,8
2016-02-03,46709000,Shuka,2,2,11,11
2016-02-03,46711000,Metropolis,1,3,4,4
2016-02-03,46711000,Shuka,1,2,11,4
2016-02-03,46711000,Shuka,2,1,4,
2016-02-03,46711000,Shuka,2,2,4,4
2016-02-03,46711000,Shuka,2,3,4,4
2016-02-03,46716000,Himki,1,1,8,8
2016-02-03,46716000,Himki,1,2,76,65
2016-02-03,46716000,Himki,1,3,57,53
2016-02-03,46716000,Himki,1,4,19,18
2016-02-03,46716000,Himki,2,2,49,38
2016-02-03,46716000,Himki,2,3,27,29
2016-02-03,46716000,Himki,2,4,4,5
2016-02-03,46716000,Metropolis,1,1,4,4
2016-02-03,46716000,Metropolis,1,2,83,42
2016-02-03,46716000,Metropolis,1,3,11,8
2016-02-03,46716000,Metropolis,1,4,11,8
2016-02-03,46716000,Metropolis,2,1,15,8
2016-02-03,46716000,Metropolis,2,2,65,38
2016-02-03,46716000,Metropolis,2,3,15,15
2016-02-03,46716000,Metropolis,2,4,4,
2016-02-03,46716000,Shuka,1,1,4,
2016-02-03,46716000,Shuka,1,2,15,11
2016-02-03,46716000,Shuka,1,3,11,8
2016-02-03,46716000,Shuka,1,4,4,
2016-02-03,46716000,Shuka,2,2,15,4
2016-02-03,46716000,Shuka,2,4,4,4
2016-02-03,46718000,Himki,1,1,4,4
2016-02-03,46718000,Himki,1,2,4,
2016-02-03,46718000,Himki,1,3,4,4
2016-02-03,46718000,Himki,1,4,4,4
2016-02-03,46718000,Himki,2,2,4,4
2016-02-03,46718000,Metropolis,2,3,4,4
2016-02-03,46718000,Shuka,1,2,4,4
2016-02-03,46724000,Himki,1,2,15,8
2016-02-03,46724000,Himki,2,2,4,
2016-02-03,46724000,Himki,2,4,4,4
2016-02-03,46724000,Metropolis,1,1,4,4
2016-02-03,46724000,Metropolis,1,2,15,15
2016-02-03,46724000,Metropolis,1,3,4,
2016-02-03,46724000,Metropolis,2,2,30,8
2016-02-03,46724000,Metropolis,2,3,15,4
2016-02-03,46724000,Shuka,1,2,11,
2016-02-03,46724000,Shuka,1,3,4,
2016-02-03,46724000,Shuka,2,1,4,
2016-02-03,46724000,Shuka,2,2,4,4
2016-02-03,46724000,Shuka,2,3,11,4
2016-02-03,46724000,Shuka,2,4,4,
2016-02-03,46725000,Metropolis,1,1,4,4
2016-02-03,46725000,Metropolis,1,2,15,4
2016-02-03,46725000,Metropolis,1,3,4,
2016-02-03,46725000,Metropolis,1,4,4,
2016-02-03,46725000,Metropolis,2,2,4,
2016-02-03,46725000,Shuka,1,4,8,4
2016-02-03,46725000,Shuka,2,1,4,4
2016-02-03,46725000,Shuka,2,2,4,
2016-02-03,46730000,Himki,1,2,8,8
2016-02-03,46730000,Himki,1,3,4,4
2016-02-03,46730000,Himki,2,2,4,4
2016-02-03,46730000,Metropolis,1,2,4,
2016-02-03,46730000,Metropolis,2,3,4,
2016-02-03,46730000,Shuka,1,1,4,
2016-02-03,46730000,Shuka,1,3,4,4
2016-02-03,46730000,Shuka,2,1,4,
2016-02-03,46730000,Shuka,2,2,4,
2016-02-03,46730000,Shuka,2,4,4,4
2016-02-03,46732000,Himki,1,2,4,4
2016-02-03,46732000,Himki,1,3,4,
2016-02-03,46732000,Himki,1,4,8,4
2016-02-03,46732000,Himki,2,2,8,8
2016-02-03,46732000,Himki,2,4,4,4
2016-02-03,46732000,Metropolis,2,3,4,4
2016-02-03,46732000,Shuka,1,3,4,
2016-02-03,46732000,Shuka,2,2,8,
2016-02-03,46734000,Himki,1,2,8,8
2016-02-03,46734000,Himki,1,3,8,4
2016-02-03,46734000,Himki,1,4,4,8
2016-02-03,46734000,Himki,2,2,4,
2016-02-03,46734000,Himki,2,4,4,4
2016-02-03,46734000,Metropolis,1,2,15,19
2016-02-03,46734000,Metropolis,1,3,11,
2016-02-03,46734000,Metropolis,2,2,19,11
2016-02-03,46734000,Metropolis,2,4,4,8
2016-02-03,46734000,Shuka,1,2,8,
2016-02-03,46734000,Shuka,1,3,8,8
2016-02-03,46734000,Shuka,2,2,8,
2016-02-03,46734000,Shuka,2,3,4,4
2016-02-03,46736000,Metropolis,1,3,4,
2016-02-03,46736000,Shuka,2,2,4,4
2016-02-03,46738000,Himki,1,1,4,4
2016-02-03,46738000,Himki,1,3,4,4
2016-02-03,46738000,Metropolis,1,3,4,4
2016-02-03,46738000,Shuka,1,4,4,
2016-02-03,46739000,Himki,1,2,8,11
2016-02-03,46739000,Himki,1,3,4,
2016-02-03,46739000,Metropolis,1,2,4,4
2016-02-03,46739000,Metropolis,2,2,8,4
2016-02-03,46739000,Metropolis,2,4,4,4
2016-02-03,46739000,Shuka,1,2,4,
2016-02-03,46739000,Shuka,2,2,4,
2016-02-03,46739000,Shuka,2,4,4,4
2016-02-03,46740000,Himki,1,1,19,19
2016-02-03,46740000,Himki,1,2,95,46
2016-02-03,46740000,Himki,1,3,57,46
2016-02-03,46740000,Himki,1,4,46,30
2016-02-03,46740000,Himki,2,1,8,11
2016-02-03,46740000,Himki,2,2,72,57
2016-02-03,46740000,Himki,2,3,30,19
2016-02-03,46740000,Himki,2,4,27,34
2016-02-03,46740000,Metropolis,1,1,15,
2016-02-03,46740000,Metropolis,1,2,23,8
2016-02-03,46740000,Metropolis,1,3,15,
2016-02-03,46740000,Metropolis,1,4,11,4
2016-02-03,46740000,Metropolis,2,1,4,
2016-02-03,46740000,Metropolis,2,2,8,4
2016-02-03,46740000,Metropolis,2,3,4,4
2016-02-03,46740000,Metropolis,2,4,4,
2016-02-03,46740000,Shuka,1,2,11,11
2016-02-03,46740000,Shuka,1,3,4,8
2016-02-03,46740000,Shuka,1,4,4,
2016-02-03,46740000,Shuka,2,1,4,
2016-02-03,46740000,Shuka,2,2,8,
2016-02-03,46741000,Metropolis,1,2,4,4
2016-02-03,46741000,Shuka,1,2,8,4
2016-02-03,46741000,Shuka,2,3,4,
2016-02-03,46742000,Shuka,1,3,4,
2016-02-03,46743000,Himki,1,2,4,4
2016-02-03,46757000,Himki,2,4,4,
2016-02-03,46757000,Metropolis,2,1,4,
2016-02-03,46757000,Metropolis,2,2,8,8
2016-02-03,46757000,Metropolis,2,3,4,
2016-02-03,46757000,Shuka,1,2,4,4
2016-02-03,46757000,Shuka,2,2,8,4
2016-02-03,46760000,Himki,1,1,4,4
2016-02-03,46760000,Himki,2,4,4,4
2016-02-03,46760000,Metropolis,1,2,19,19
2016-02-03,46760000,Metropolis,1,3,8,
2016-02-03,46760000,Metropolis,2,1,4,
2016-02-03,46760000,Metropolis,2,2,4,4
2016-02-03,46760000,Metropolis,2,4,4,
2016-02-03,46760000,Shuka,1,2,8,
2016-02-03,46760000,Shuka,1,3,8,8
2016-02-03,46760000,Shuka,2,2,8,4
2016-02-03,46764000,Himki,1,2,19,8
2016-02-03,46764000,Himki,1,3,8,4
2016-02-03,46764000,Metropolis,1,1,4,
2016-02-03,46764000,Metropolis,1,2,4,
2016-02-03,46764000,Metropolis,1,3,4,
2016-02-03,46764000,Metropolis,2,1,11,4
2016-02-03,46764000,Metropolis,2,2,19,11
2016-02-03,46764000,Metropolis,2,3,8,4
2016-02-03,46764000,Shuka,1,1,4,
2016-02-03,46764000,Shuka,1,2,8,4
2016-02-03,46764000,Shuka,2,4,4,
2016-02-03,46765000,Shuka,1,3,4,
2016-02-03,46767000,Metropolis,1,1,4,4
2016-02-03,46767000,Metropolis,2,3,4,
2016-02-03,46767000,Shuka,1,3,4,
2016-02-03,46770000,Metropolis,1,2,8,4
2016-02-03,46770000,Metropolis,2,1,4,4
2016-02-03,46773000,Metropolis,1,2,8,
2016-02-03,46773000,Metropolis,1,3,4,
2016-02-03,46773000,Shuka,1,4,4,
2016-02-03,46780000,Himki,1,1,4,4
2016-02-03,46780000,Himki,1,3,4,4
2016-02-03,46780000,Himki,2,3,4,4
2016-02-03,46780000,Shuka,1,1,4,4
2016-02-03,46780000,Shuka,1,2,4,
2016-02-03,46781000,Himki,1,3,4,
2016-02-03,46781000,Shuka,1,3,4,4
2016-02-03,46783000,Himki,1,1,417,436
2016-02-03,46783000,Himki,1,2,1533,1641
2016-02-03,46783000,Himki,1,3,972,947
2016-02-03,46783000,Himki,1,4,531,532
2016-02-03,46783000,Himki,2,1,307,330
2016-02-03,46783000,Himki,2,2,1146,1276
2016-02-03,46783000,Himki,2,3,797,792
2016-02-03,46783000,Himki,2,4,490,482
2016-02-03,46783000,Metropolis,1,1,8,8
2016-02-03,46783000,Metropolis,1,2,156,99
2016-02-03,46783000,Metropolis,1,3,68,46
2016-02-03,46783000,Metropolis,1,4,27,19
2016-02-03,46783000,Metropolis,2,1,65,30
2016-02-03,46783000,Metropolis,2,2,163,83
2016-02-03,46783000,Metropolis,2,3,76,42
2016-02-03,46783000,Metropolis,2,4,38,30
2016-02-03,46783000,Shuka,1,1,34,19
2016-02-03,46783000,Shuka,1,2,99,46
2016-02-03,46783000,Shuka,1,3,72,49
2016-02-03,46783000,Shuka,1,4,19,11
2016-02-03,46783000,Shuka,2,1,15,8
2016-02-03,46783000,Shuka,2,2,110,49
2016-02-03,46783000,Shuka,2,3,65,30
2016-02-03,46783000,Shuka,2,4,19,30
2016-02-03,46790000,Metropolis,1,2,4,
2016-02-03,46790000,Metropolis,1,3,4,
2016-02-03,46790000,Shuka,1,1,4,4
2016-02-03,46793000,Himki,1,2,4,4
2016-02-03,46793000,Himki,2,2,4,
2016-02-03,46793000,Metropolis,1,2,8,
2016-02-03,46793000,Shuka,1,2,4,
2016-02-03,46793000,Shuka,1,4,4,4
2016-02-03,4701000,Himki,1,3,4,4
2016-02-03,4701000,Himki,1,4,4,4
2016-02-03,4701000,Metropolis,2,4,4,4
2016-02-03,47615000,Metropolis,1,4,4,4
2016-02-03,47701000,Metropolis,2,2,4,4
2016-02-03,47701000,Shuka,1,2,4,
2016-02-03,49639000,Metropolis,2,3,5,5
2016-02-03,49701000,Himki,1,2,5,5
2016-02-03,50701000,Shuka,2,2,6,6
2016-02-03,52701000,Himki,2,4,10,10
2016-02-03,53605000,Himki,1,2,5,5
2016-02-03,53624000,Himki,2,2,3,3
2016-02-03,53634000,Himki,1,3,3,3
2016-02-03,53659000,Himki,1,2,3,3
2016-02-03,53701000,Himki,2,3,3,3
2016-02-03,53701000,Metropolis,1,2,5,3
2016-02-03,53701000,Metropolis,2,1,3,
2016-02-03,53712000,Metropolis,1,2,3,3
2016-02-03,53727000,Himki,1,2,3,3
2016-02-03,54701000,Himki,2,2,4,4
2016-02-03,56701000,Shuka,2,4,3,3
2016-02-03,56705000,Himki,2,2,3,3
2016-02-03,5701000,Metropolis,1,3,3,3
2016-02-03,57708000,Himki,2,3,7,7
2016-02-03,58701000,Himki,1,2,6,6
2016-02-03,60613000,Himki,1,1,4,4
2016-02-03,60701000,Metropolis,2,2,4,4
2016-02-03,60740000,Metropolis,2,2,4,4
2016-02-03,60740000,Shuka,1,1,4,4
2016-02-03,61642000,Metropolis,1,4,4,
2016-02-03,61701000,Metropolis,1,2,4,
2016-02-03,61701000,Shuka,1,3,4,4
2016-02-03,63602000,Himki,1,2,3,3
2016-02-03,63608000,Shuka,1,3,3,3
2016-02-03,63609000,Metropolis,1,2,3,
2016-02-03,63622000,Himki,1,1,3,3
2016-02-03,63623000,Himki,2,3,3,3
2016-02-03,63626000,Himki,1,3,3,3
2016-02-03,63632000,Himki,2,3,3,
2016-02-03,63636000,Himki,2,2,3,3
2016-02-03,63636000,Metropolis,2,3,3,3
2016-02-03,63701000,Himki,1,3,5,5
2016-02-03,63701000,Himki,2,3,5,9
2016-02-03,63701000,Metropolis,1,2,5,3
2016-02-03,63701000,Metropolis,1,3,3,3
2016-02-03,63701000,Metropolis,2,2,3,3
2016-02-03,63701000,Metropolis,2,4,3,3
2016-02-03,63701000,Shuka,1,1,5,5
2016-02-03,63701000,Shuka,1,2,3,3
2016-02-03,64701000,Metropolis,1,2,3,3
2016-02-03,64701000,Shuka,1,3,3,3
2016-02-03,65701000,Metropolis,1,1,6,6
2016-02-03,65701000,Metropolis,1,4,6,
2016-02-03,65701000,Shuka,1,2,6,6
2016-02-03,65701000,Shuka,1,3,6,6
2016-02-03,65701000,Shuka,2,3,6,6
2016-02-03,65753000,Metropolis,2,2,6,
2016-02-03,66605000,Himki,1,2,7,7
2016-02-03,66644000,Himki,1,4,7,
2016-02-03,66650000,Himki,1,4,7,
2016-02-03,66701000,Himki,1,3,7,
2016-02-03,68604000,Shuka,2,3,5,5
2016-02-03,68622000,Shuka,2,4,5,5
2016-02-03,68632000,Himki,2,2,5,5
2016-02-03,68634000,Himki,1,3,5,5
2016-02-03,68634000,Himki,2,3,5,5
2016-02-03,68640000,Metropolis,2,1,5,
2016-02-03,68701000,Himki,2,2,5,
2016-02-03,68701000,Shuka,2,4,5,5
2016-02-03,68720000,Himki,2,2,5,5
2016-02-03,70628000,Shuka,1,2,6,6
2016-02-03,70640000,Himki,1,2,19,19
2016-02-03,70640000,Himki,1,3,6,6
2016-02-03,70644000,Himki,1,1,6,6
2016-02-03,70701000,Himki,1,2,6,
2016-02-03,70701000,Himki,1,3,6,6
2016-02-03,70701000,Metropolis,2,4,6,6
2016-02-03,71701000,Metropolis,1,2,4,4
2016-02-03,71701000,Metropolis,1,3,4,4
2016-02-03,71701000,Metropolis,2,2,9,9
2016-02-03,71710000,Shuka,1,2,4,4
2016-02-03,71819000,Himki,1,4,3,3
2016-02-03,71874000,Shuka,2,1,3,3
2016-02-03,71876000,Himki,2,3,3,3
2016-02-03,71920000,Metropolis,2,2,3,
2016-02-03,71920000,Metropolis,2,3,3,3
2016-02-03,71951000,Himki,1,3,3,3
2016-02-03,71956000,Metropolis,1,2,3,
2016-02-03,71956000,Metropolis,2,2,3,3
2016-02-03,71958000,Himki,2,1,3,3
2016-02-03,73656000,Himki,1,4,3,
2016-02-03,73701000,Himki,1,2,3,
2016-02-03,73701000,Himki,2,2,3,3
2016-02-03,73701000,Shuka,1,1,3,3
2016-02-03,73701000,Shuka,2,2,3,3
2016-02-03,75701000,Himki,1,1,8,8
2016-02-03,75701000,Himki,1,4,8,8
2016-02-03,75701000,Metropolis,1,2,8,8
2016-02-03,75738000,Himki,1,2,8,8
2016-02-03,7641000,Metropolis,1,3,3,3
2016-02-03,7701000,Himki,1,3,3,7
2016-02-03,7712000,Shuka,2,2,3,
2016-02-03,7715000,Himki,1,3,3,
2016-02-03,7715000,Metropolis,2,2,3,3
2016-02-03,78640000,Himki,1,4,4,4
2016-02-03,78643000,Metropolis,1,3,4,4
2016-02-03,78650000,Himki,1,2,4,
2016-02-03,80601000,Metropolis,1,2,3,3
