dt,hour,tid,gender,age,customers_cnt
2016-02-09,14,Himki,1,2,428
2016-02-09,14,Himki,1,3,377
2016-02-09,14,Himki,1,4,208
2016-02-09,14,Himki,2,1,137
2016-02-09,14,Himki,2,2,398
2016-02-09,14,Himki,2,3,311
2016-02-09,14,Himki,2,4,148
2016-02-09,14,Metropolis,1,1,246
2016-02-09,14,Metropolis,1,2,794
2016-02-09,14,Metropolis,1,3,287
2016-02-09,14,Metropolis,1,4,186
2016-02-09,14,Metropolis,2,1,322
2016-02-09,14,Metropolis,2,2,694
2016-02-09,14,Metropolis,2,3,345
2016-02-09,14,Metropolis,2,4,167
2016-02-09,14,Shuka,1,1,76
2016-02-09,14,Shuka,1,2,269
2016-02-09,14,Shuka,1,3,133
2016-02-09,14,Shuka,1,4,114
2016-02-09,14,Shuka,2,1,68
2016-02-09,14,Shuka,2,2,255
2016-02-09,14,Shuka,2,3,144
2016-02-09,14,Shuka,2,4,95
2016-02-09,15,Himki,1,1,108
2016-02-09,15,Himki,1,2,658
2016-02-09,15,Himki,1,3,363
2016-02-09,15,Himki,1,4,203
2016-02-09,15,Himki,2,1,124
2016-02-09,15,Himki,2,2,467
2016-02-09,15,Himki,2,3,262
2016-02-09,15,Himki,2,4,133
2016-02-09,15,Metropolis,1,1,242
2016-02-09,15,Metropolis,1,2,783
2016-02-09,15,Metropolis,1,3,320
2016-02-09,15,Metropolis,1,4,133
2016-02-09,15,Metropolis,2,1,349
2016-02-09,15,Metropolis,2,2,823
2016-02-09,15,Metropolis,2,3,366
2016-02-09,15,Metropolis,2,4,153
2016-02-09,15,Shuka,1,1,129
2016-02-09,15,Shuka,1,2,382
2016-02-09,15,Shuka,1,3,243
2016-02-09,15,Shuka,1,4,102
2016-02-09,15,Shuka,2,1,114
2016-02-09,15,Shuka,2,2,427
2016-02-09,15,Shuka,2,3,184
2016-02-09,15,Shuka,2,4,148
2016-02-09,16,Himki,1,1,119
2016-02-09,16,Himki,1,2,643
2016-02-09,16,Himki,1,3,325
2016-02-09,16,Himki,1,4,185
2016-02-09,16,Himki,2,1,96
2016-02-09,16,Himki,2,2,382
2016-02-09,16,Himki,2,3,260
2016-02-09,16,Himki,2,4,125
2016-02-09,16,Metropolis,1,1,197
2016-02-09,16,Metropolis,1,2,722
2016-02-09,16,Metropolis,1,3,295
2016-02-09,16,Metropolis,1,4,137
2016-02-09,16,Metropolis,2,1,319
2016-02-09,16,Metropolis,2,2,753
2016-02-09,16,Metropolis,2,3,284
2016-02-09,16,Metropolis,2,4,185
2016-02-09,16,Shuka,1,1,110
2016-02-09,16,Shuka,1,2,419
2016-02-09,16,Shuka,1,3,205
2016-02-09,16,Shuka,1,4,91
2016-02-09,16,Shuka,2,1,112
2016-02-09,16,Shuka,2,2,459
2016-02-09,16,Shuka,2,3,235
2016-02-09,16,Shuka,2,4,136
2016-02-09,17,Himki,1,1,130
2016-02-09,17,Himki,1,2,557
2016-02-09,17,Himki,1,3,218
2016-02-09,17,Himki,1,4,129
2016-02-09,17,Himki,2,1,110
2016-02-09,17,Himki,2,2,400
2016-02-09,17,Himki,2,3,184
2016-02-09,17,Himki,2,4,152
2016-02-09,17,Metropolis,1,1,178
2016-02-09,17,Metropolis,1,2,721
2016-02-09,17,Metropolis,1,3,250
2016-02-09,17,Metropolis,1,4,114
2016-02-09,17,Metropolis,2,1,239
2016-02-09,17,Metropolis,2,2,650
2016-02-09,17,Metropolis,2,3,205
2016-02-09,17,Metropolis,2,4,114
2016-02-09,17,Shuka,1,1,53
2016-02-09,17,Shuka,1,2,356
2016-02-09,17,Shuka,1,3,163
2016-02-09,17,Shuka,1,4,63
2016-02-09,17,Shuka,2,1,60
2016-02-09,17,Shuka,2,2,262
2016-02-09,17,Shuka,2,3,186
2016-02-09,17,Shuka,2,4,133
2016-02-09,18,Himki,1,1,124
2016-02-09,18,Himki,1,2,459
2016-02-09,18,Himki,1,3,224
2016-02-09,18,Himki,1,4,124
2016-02-09,18,Himki,2,1,68
2016-02-09,18,Himki,2,2,319
2016-02-09,18,Himki,2,3,182
2016-02-09,18,Himki,2,4,135
2016-02-09,18,Metropolis,1,1,156
2016-02-09,18,Metropolis,1,2,561
2016-02-09,18,Metropolis,1,3,167
2016-02-09,18,Metropolis,1,4,103
2016-02-09,18,Metropolis,2,1,220
2016-02-09,18,Metropolis,2,2,553
2016-02-09,18,Metropolis,2,3,189
2016-02-09,18,Metropolis,2,4,121
2016-02-09,18,Shuka,1,1,57
2016-02-09,18,Shuka,1,2,167
2016-02-09,18,Shuka,1,3,95
2016-02-09,18,Shuka,1,4,61
2016-02-09,18,Shuka,2,1,57
2016-02-09,18,Shuka,2,2,232
2016-02-09,18,Shuka,2,3,114
2016-02-09,18,Shuka,2,4,61
2016-02-09,19,Himki,1,1,70
2016-02-09,19,Himki,1,2,352
2016-02-09,19,Himki,1,3,208
2016-02-09,19,Himki,1,4,87
2016-02-09,19,Himki,2,1,53
2016-02-09,19,Himki,2,2,197
2016-02-09,19,Himki,2,3,110
2016-02-09,19,Himki,2,4,61
2016-02-09,19,Metropolis,1,1,125
2016-02-09,19,Metropolis,1,2,318
2016-02-09,19,Metropolis,1,3,152
2016-02-09,19,Metropolis,1,4,49
2016-02-09,19,Metropolis,2,1,106
2016-02-09,19,Metropolis,2,2,323
2016-02-09,19,Metropolis,2,3,110
2016-02-09,19,Metropolis,2,4,57
2016-02-09,19,Shuka,1,1,46
2016-02-09,19,Shuka,1,2,125
2016-02-09,19,Shuka,1,3,34
2016-02-09,19,Shuka,1,4,27
2016-02-09,19,Shuka,2,1,23
2016-02-09,19,Shuka,2,2,91
2016-02-09,19,Shuka,2,3,46
2016-02-09,19,Shuka,2,4,49
2016-02-09,20,Himki,1,1,61
2016-02-09,20,Himki,1,2,243
2016-02-09,20,Himki,1,3,106
2016-02-09,20,Himki,1,4,38
2016-02-09,20,Himki,2,1,15
2016-02-09,20,Himki,2,2,143
2016-02-09,20,Himki,2,3,57
2016-02-09,20,Himki,2,4,42
2016-02-09,20,Metropolis,1,1,64
2016-02-09,20,Metropolis,1,2,197
2016-02-09,20,Metropolis,1,3,38
2016-02-09,20,Metropolis,1,4,15
2016-02-09,20,Metropolis,2,1,27
2016-02-09,20,Metropolis,2,2,110
2016-02-09,20,Metropolis,2,3,15
2016-02-09,20,Metropolis,2,4,4
2016-02-09,20,Shuka,1,1,11
2016-02-09,20,Shuka,1,2,80
2016-02-09,20,Shuka,1,3,38
2016-02-09,20,Shuka,1,4,11
2016-02-09,20,Shuka,2,1,4
2016-02-09,20,Shuka,2,2,91
2016-02-09,20,Shuka,2,3,23
2016-02-09,20,Shuka,2,4,6
2016-02-09,21,Himki,1,1,25
2016-02-09,21,Himki,1,2,138
2016-02-09,21,Himki,1,3,49
2016-02-09,21,Himki,1,4,8
2016-02-09,21,Himki,2,1,8
2016-02-09,21,Himki,2,2,61
2016-02-09,21,Himki,2,3,30
2016-02-09,21,Himki,2,4,23
2016-02-09,21,Metropolis,1,1,34
2016-02-09,21,Metropolis,1,2,117
2016-02-09,21,Metropolis,1,3,30
2016-02-09,21,Metropolis,1,4,19
2016-02-09,21,Metropolis,2,1,20
2016-02-09,21,Metropolis,2,2,34
2016-02-09,21,Metropolis,2,3,23
2016-02-09,21,Metropolis,2,4,13
2016-02-09,21,Shuka,1,1,41
2016-02-09,21,Shuka,1,2,59
2016-02-09,21,Shuka,1,3,23
2016-02-09,21,Shuka,1,4,15
2016-02-09,21,Shuka,2,1,15
2016-02-09,21,Shuka,2,2,49
2016-02-09,21,Shuka,2,3,11
2016-02-09,21,Shuka,2,4,4
2016-02-09,22,Himki,1,1,19
2016-02-09,22,Himki,1,2,68
2016-02-09,22,Himki,1,3,49
2016-02-09,22,Himki,1,4,42
2016-02-09,22,Himki,2,1,15
2016-02-09,22,Himki,2,2,15
2016-02-09,22,Himki,2,3,8
2016-02-09,22,Himki,2,4,15
2016-02-09,22,Metropolis,1,1,19
2016-02-09,22,Metropolis,1,2,61
2016-02-09,22,Metropolis,1,3,27
2016-02-09,22,Metropolis,1,4,15
2016-02-09,22,Metropolis,2,1,4
2016-02-09,22,Metropolis,2,2,38
2016-02-09,22,Metropolis,2,3,11
2016-02-09,22,Metropolis,2,4,4
2016-02-09,22,Shuka,1,1,4
2016-02-09,22,Shuka,1,2,23
2016-02-09,22,Shuka,1,3,11
2016-02-09,22,Shuka,1,4,4
2016-02-09,22,Shuka,2,1,15
2016-02-09,22,Shuka,2,2,30
2016-02-09,22,Shuka,2,3,11
2016-02-09,23,Himki,1,1,22
2016-02-09,23,Himki,1,2,49
2016-02-09,23,Himki,1,3,41
2016-02-09,23,Himki,1,4,19
2016-02-09,23,Himki,2,1,4
2016-02-09,23,Himki,2,2,26
2016-02-09,23,Himki,2,3,26
2016-02-09,23,Himki,2,4,11
2016-02-09,23,Metropolis,1,1,19
2016-02-09,23,Metropolis,1,2,98
2016-02-09,23,Metropolis,1,3,27
2016-02-09,23,Metropolis,1,4,15
2016-02-09,23,Metropolis,2,2,30
2016-02-09,23,Metropolis,2,3,15
2016-02-09,23,Shuka,1,2,19
2016-02-09,23,Shuka,1,3,11
2016-02-09,23,Shuka,2,1,4
2016-02-09,23,Shuka,2,2,15
2016-02-09,23,Shuka,2,3,8
2016-02-09,23,Shuka,2,4,4
2016-02-10,0,Himki,1,1,11
2016-02-10,0,Himki,1,2,53
2016-02-10,0,Himki,1,3,18
2016-02-10,0,Himki,1,4,15
2016-02-10,0,Himki,2,1,4
2016-02-10,0,Himki,2,2,8
2016-02-10,0,Himki,2,3,11
2016-02-10,0,Metropolis,1,1,26
2016-02-10,0,Metropolis,1,2,19
2016-02-10,0,Metropolis,1,3,4
2016-02-10,0,Metropolis,1,4,4
2016-02-10,0,Metropolis,2,1,4
2016-02-10,0,Metropolis,2,2,23
2016-02-10,0,Metropolis,2,3,4
2016-02-10,0,Metropolis,2,4,4
2016-02-10,0,Shuka,1,2,19
2016-02-10,0,Shuka,1,3,15
2016-02-10,0,Shuka,2,3,15
2016-02-10,0,Shuka,2,4,4
2016-02-10,1,Himki,1,1,11
2016-02-10,1,Himki,1,2,45
2016-02-10,1,Himki,1,3,29
2016-02-10,1,Himki,1,4,7
2016-02-10,1,Himki,2,1,4
2016-02-10,1,Himki,2,2,8
2016-02-10,1,Himki,2,3,15
2016-02-10,1,Himki,2,4,8
2016-02-10,1,Metropolis,1,1,8
2016-02-10,1,Metropolis,1,2,38
2016-02-10,1,Metropolis,1,3,4
2016-02-10,1,Metropolis,1,4,11
2016-02-10,1,Metropolis,2,1,4
2016-02-10,1,Metropolis,2,2,23
2016-02-10,1,Metropolis,2,3,7
2016-02-10,1,Metropolis,2,4,8
2016-02-10,1,Shuka,1,1,11
2016-02-10,1,Shuka,1,2,22
2016-02-10,1,Shuka,1,3,4
2016-02-10,1,Shuka,1,4,4
2016-02-10,1,Shuka,2,1,8
2016-02-10,1,Shuka,2,2,7
2016-02-10,1,Shuka,2,3,4
2016-02-10,1,Shuka,2,4,8
2016-02-10,2,Himki,1,1,7
2016-02-10,2,Himki,1,2,34
2016-02-10,2,Himki,1,3,23
2016-02-10,2,Himki,1,4,11
2016-02-10,2,Himki,2,2,15
2016-02-10,2,Himki,2,3,15
2016-02-10,2,Himki,2,4,7
2016-02-10,2,Metropolis,1,1,11
2016-02-10,2,Metropolis,1,2,23
2016-02-10,2,Metropolis,1,3,23
2016-02-10,2,Metropolis,2,1,4
2016-02-10,2,Metropolis,2,2,4
2016-02-10,2,Metropolis,2,4,7
2016-02-10,2,Shuka,1,1,4
2016-02-10,2,Shuka,1,2,15
2016-02-10,2,Shuka,1,3,11
2016-02-10,2,Shuka,1,4,15
2016-02-10,2,Shuka,2,1,4
2016-02-10,2,Shuka,2,2,4
2016-02-10,2,Shuka,2,3,8
2016-02-10,2,Shuka,2,4,8
2016-02-10,3,Himki,1,1,19
2016-02-10,3,Himki,1,2,38
2016-02-10,3,Himki,1,3,7
2016-02-10,3,Himki,1,4,11
2016-02-10,3,Himki,2,1,4
2016-02-10,3,Himki,2,2,19
2016-02-10,3,Himki,2,3,8
2016-02-10,3,Himki,2,4,8
2016-02-10,3,Metropolis,1,1,42
2016-02-10,3,Metropolis,1,2,34
2016-02-10,3,Metropolis,1,3,30
2016-02-10,3,Metropolis,1,4,19
2016-02-10,3,Metropolis,2,1,4
2016-02-10,3,Metropolis,2,2,23
2016-02-10,3,Metropolis,2,4,15
2016-02-10,3,Shuka,1,1,11
2016-02-10,3,Shuka,1,2,61
2016-02-10,3,Shuka,1,3,33
2016-02-10,3,Shuka,1,4,15
2016-02-10,3,Shuka,2,2,61
2016-02-10,3,Shuka,2,3,19
2016-02-10,3,Shuka,2,4,38
2016-02-10,4,Himki,1,1,22
2016-02-10,4,Himki,1,2,72
2016-02-10,4,Himki,1,3,38
2016-02-10,4,Himki,1,4,19
2016-02-10,4,Himki,2,1,11
2016-02-10,4,Himki,2,2,22
2016-02-10,4,Himki,2,3,34
2016-02-10,4,Himki,2,4,27
2016-02-10,4,Metropolis,1,1,46
2016-02-10,4,Metropolis,1,2,95
2016-02-10,4,Metropolis,1,3,49
2016-02-10,4,Metropolis,1,4,11
2016-02-10,4,Metropolis,2,1,29
2016-02-10,4,Metropolis,2,2,49
2016-02-10,4,Metropolis,2,3,23
2016-02-10,4,Metropolis,2,4,23
2016-02-10,4,Shuka,1,1,27
2016-02-10,4,Shuka,1,2,258
2016-02-10,4,Shuka,1,3,140
2016-02-10,4,Shuka,1,4,76
2016-02-10,4,Shuka,2,1,42
2016-02-10,4,Shuka,2,2,166
2016-02-10,4,Shuka,2,3,91
2016-02-10,4,Shuka,2,4,99
2016-02-10,5,Himki,1,1,30
2016-02-10,5,Himki,1,2,72
2016-02-10,5,Himki,1,3,46
2016-02-10,5,Himki,1,4,27
2016-02-10,5,Himki,2,1,27
2016-02-10,5,Himki,2,2,87
2016-02-10,5,Himki,2,3,36
2016-02-10,5,Himki,2,4,23
2016-02-10,5,Metropolis,1,1,34
2016-02-10,5,Metropolis,1,2,189
2016-02-10,5,Metropolis,1,3,65
2016-02-10,5,Metropolis,1,4,23
2016-02-10,5,Metropolis,2,1,33
2016-02-10,5,Metropolis,2,2,148
2016-02-10,5,Metropolis,2,3,61
2016-02-10,5,Metropolis,2,4,19
2016-02-10,5,Shuka,1,1,87
2016-02-10,5,Shuka,1,2,362
2016-02-10,5,Shuka,1,3,201
2016-02-10,5,Shuka,1,4,106
2016-02-10,5,Shuka,2,1,76
2016-02-10,5,Shuka,2,2,429
2016-02-10,5,Shuka,2,3,255
2016-02-10,5,Shuka,2,4,174
2016-02-10,6,Himki,1,1,56
2016-02-10,6,Himki,1,2,226
2016-02-10,6,Himki,1,3,135
2016-02-10,6,Himki,1,4,72
2016-02-10,6,Himki,2,1,34
2016-02-10,6,Himki,2,2,135
2016-02-10,6,Himki,2,3,91
2016-02-10,6,Himki,2,4,84
2016-02-10,6,Metropolis,1,1,83
2016-02-10,6,Metropolis,1,2,405
2016-02-10,6,Metropolis,1,3,121
2016-02-10,6,Metropolis,1,4,68
2016-02-10,6,Metropolis,2,1,117
2016-02-10,6,Metropolis,2,2,414
2016-02-10,6,Metropolis,2,3,91
2016-02-10,6,Metropolis,2,4,57
2016-02-10,6,Shuka,1,1,61
2016-02-10,6,Shuka,1,2,304
2016-02-10,6,Shuka,1,3,148
2016-02-10,6,Shuka,1,4,121
2016-02-10,6,Shuka,2,1,65
2016-02-10,6,Shuka,2,2,277
2016-02-10,6,Shuka,2,3,133
2016-02-10,6,Shuka,2,4,76
2016-02-10,7,Himki,1,1,75
2016-02-10,7,Himki,1,2,344
2016-02-10,7,Himki,1,3,243
2016-02-10,7,Himki,1,4,103
2016-02-10,7,Himki,2,1,42
2016-02-10,7,Himki,2,2,235
2016-02-10,7,Himki,2,3,178
2016-02-10,7,Himki,2,4,87
2016-02-10,7,Metropolis,1,1,118
2016-02-10,7,Metropolis,1,2,505
2016-02-10,7,Metropolis,1,3,167
2016-02-10,7,Metropolis,1,4,64
2016-02-10,7,Metropolis,2,1,206
2016-02-10,7,Metropolis,2,2,521
2016-02-10,7,Metropolis,2,3,194
2016-02-10,7,Metropolis,2,4,95
2016-02-10,7,Shuka,1,1,38
2016-02-10,7,Shuka,1,2,279
2016-02-10,7,Shuka,1,3,110
2016-02-10,7,Shuka,1,4,87
2016-02-10,7,Shuka,2,1,65
2016-02-10,7,Shuka,2,2,154
2016-02-10,7,Shuka,2,3,129
2016-02-10,7,Shuka,2,4,82
2016-02-10,8,Himki,1,1,57
2016-02-10,8,Himki,1,2,402
2016-02-10,8,Himki,1,3,316
2016-02-10,8,Himki,1,4,164
2016-02-10,8,Himki,2,1,68
2016-02-10,8,Himki,2,2,258
2016-02-10,8,Himki,2,3,186
2016-02-10,8,Himki,2,4,110
2016-02-10,8,Metropolis,1,1,159
2016-02-10,8,Metropolis,1,2,600
2016-02-10,8,Metropolis,1,3,189
2016-02-10,8,Metropolis,1,4,106
2016-02-10,8,Metropolis,2,1,188
2016-02-10,8,Metropolis,2,2,593
2016-02-10,8,Metropolis,2,3,145
2016-02-10,8,Metropolis,2,4,80
2016-02-10,8,Shuka,1,1,45
2016-02-10,8,Shuka,1,2,224
2016-02-10,8,Shuka,1,3,133
2016-02-10,8,Shuka,1,4,46
2016-02-10,8,Shuka,2,1,42
2016-02-10,8,Shuka,2,2,164
2016-02-10,8,Shuka,2,3,102
2016-02-10,8,Shuka,2,4,87
2016-02-10,9,Himki,1,1,72
2016-02-10,9,Himki,1,2,499
2016-02-10,9,Himki,1,3,330
2016-02-10,9,Himki,1,4,221
2016-02-10,9,Himki,2,1,62
2016-02-10,9,Himki,2,2,451
2016-02-10,9,Himki,2,3,261
2016-02-10,9,Himki,2,4,157
2016-02-10,9,Metropolis,1,1,106
2016-02-10,9,Metropolis,1,2,675
2016-02-10,9,Metropolis,1,3,237
2016-02-10,9,Metropolis,1,4,152
2016-02-10,9,Metropolis,2,1,261
2016-02-10,9,Metropolis,2,2,742
2016-02-10,9,Metropolis,2,3,140
2016-02-10,9,Metropolis,2,4,135
2016-02-10,9,Shuka,1,1,40
2016-02-10,9,Shuka,1,2,186
2016-02-10,9,Shuka,1,3,157
2016-02-10,9,Shuka,1,4,95
2016-02-10,9,Shuka,2,1,61
2016-02-10,9,Shuka,2,2,235
2016-02-10,9,Shuka,2,3,95
2016-02-10,9,Shuka,2,4,118
2016-02-10,10,Himki,1,1,114
2016-02-10,10,Himki,1,2,492
2016-02-10,10,Himki,1,3,345
2016-02-10,10,Himki,1,4,191
2016-02-10,10,Himki,2,1,81
2016-02-10,10,Himki,2,2,455
2016-02-10,10,Himki,2,3,315
2016-02-10,10,Himki,2,4,184
2016-02-10,10,Metropolis,1,1,163
2016-02-10,10,Metropolis,1,2,793
2016-02-10,10,Metropolis,1,3,327
2016-02-10,10,Metropolis,1,4,110
2016-02-10,10,Metropolis,2,1,317
2016-02-10,10,Metropolis,2,2,871
2016-02-10,10,Metropolis,2,3,222
2016-02-10,10,Metropolis,2,4,125
2016-02-10,10,Shuka,1,1,75
2016-02-10,10,Shuka,1,2,228
2016-02-10,10,Shuka,1,3,125
2016-02-10,10,Shuka,1,4,64
2016-02-10,10,Shuka,2,1,76
2016-02-10,10,Shuka,2,2,228
2016-02-10,10,Shuka,2,3,114
2016-02-10,10,Shuka,2,4,87
2016-02-10,11,Himki,1,1,105
2016-02-10,11,Himki,1,2,532
2016-02-10,11,Himki,1,3,335
2016-02-10,11,Himki,1,4,209
2016-02-10,11,Himki,2,1,87
2016-02-10,11,Himki,2,2,476
2016-02-10,11,Himki,2,3,384
2016-02-10,11,Himki,2,4,162
2016-02-10,11,Metropolis,1,1,219
2016-02-10,11,Metropolis,1,2,819
2016-02-10,11,Metropolis,1,3,340
2016-02-10,11,Metropolis,1,4,141
2016-02-10,11,Metropolis,2,1,329
2016-02-10,11,Metropolis,2,2,811
2016-02-10,11,Metropolis,2,3,268
2016-02-10,11,Metropolis,2,4,144
2016-02-10,11,Shuka,1,1,45
2016-02-10,11,Shuka,1,2,224
2016-02-10,11,Shuka,1,3,121
2016-02-10,11,Shuka,1,4,87
2016-02-10,11,Shuka,2,1,80
2016-02-10,11,Shuka,2,2,221
2016-02-10,11,Shuka,2,3,129
2016-02-10,11,Shuka,2,4,42
2016-02-10,12,Himki,1,1,125
2016-02-10,12,Himki,1,2,659
2016-02-10,12,Himki,1,3,310
2016-02-10,12,Himki,1,4,189
2016-02-10,12,Himki,2,1,91
2016-02-10,12,Himki,2,2,526
2016-02-10,12,Himki,2,3,317
2016-02-10,12,Himki,2,4,163
2016-02-10,12,Metropolis,1,1,239
2016-02-10,12,Metropolis,1,2,599
2016-02-10,12,Metropolis,1,3,352
2016-02-10,12,Metropolis,1,4,177
2016-02-10,12,Metropolis,2,1,336
2016-02-10,12,Metropolis,2,2,907
2016-02-10,12,Metropolis,2,3,358
2016-02-10,12,Metropolis,2,4,148
2016-02-10,12,Shuka,1,1,61
2016-02-10,12,Shuka,1,2,197
2016-02-10,12,Shuka,1,3,154
2016-02-10,12,Shuka,1,4,144
2016-02-10,12,Shuka,2,1,102
2016-02-10,12,Shuka,2,2,220
2016-02-10,12,Shuka,2,3,167
2016-02-10,12,Shuka,2,4,110
2016-02-10,13,Himki,1,1,106
2016-02-10,13,Himki,1,2,614
2016-02-10,13,Himki,1,3,312
2016-02-10,13,Himki,1,4,204
2016-02-10,13,Himki,2,1,125
2016-02-10,13,Himki,2,2,478
2016-02-10,13,Himki,2,3,302
2016-02-10,13,Himki,2,4,198
2016-02-10,13,Metropolis,1,1,239
2016-02-10,13,Metropolis,1,2,732
2016-02-10,13,Metropolis,1,3,333
2016-02-10,13,Metropolis,1,4,160
2016-02-10,13,Metropolis,2,1,376
2016-02-10,13,Metropolis,2,2,849
2016-02-10,13,Metropolis,2,3,322
2016-02-10,13,Metropolis,2,4,152
2016-02-10,13,Shuka,1,1,38
2016-02-10,13,Shuka,1,2,271
2016-02-10,13,Shuka,1,3,125
2016-02-10,13,Shuka,1,4,64
2016-02-10,13,Shuka,2,1,76
2016-02-10,13,Shuka,2,2,243
2016-02-10,13,Shuka,2,3,182
2016-02-10,13,Shuka,2,4,91
2016-02-10,14,Himki,1,1,171
2016-02-10,14,Himki,1,2,660
2016-02-10,14,Himki,1,3,303
2016-02-10,14,Himki,1,4,224
2016-02-10,14,Himki,2,1,80
2016-02-10,14,Himki,2,2,404
2016-02-10,14,Himki,2,3,299
2016-02-10,14,Himki,2,4,140
2016-02-10,14,Metropolis,1,1,248
2016-02-10,14,Metropolis,1,2,707
2016-02-10,14,Metropolis,1,3,332
2016-02-10,14,Metropolis,1,4,175
2016-02-10,14,Metropolis,2,1,350
2016-02-10,14,Metropolis,2,2,935
2016-02-10,14,Metropolis,2,3,271
2016-02-10,14,Metropolis,2,4,129
2016-02-10,14,Shuka,1,1,57
2016-02-10,14,Shuka,1,2,254
2016-02-10,14,Shuka,1,3,121
2016-02-10,14,Shuka,1,4,106
2016-02-10,14,Shuka,2,1,106
2016-02-10,14,Shuka,2,2,302
2016-02-10,14,Shuka,2,3,201
2016-02-10,14,Shuka,2,4,153
2016-02-10,15,Himki,1,1,178
2016-02-10,15,Himki,1,2,497
2016-02-10,15,Himki,1,3,355
2016-02-10,15,Himki,1,4,167
2016-02-10,15,Himki,2,1,163
2016-02-10,15,Himki,2,2,439
2016-02-10,15,Himki,2,3,250
2016-02-10,15,Himki,2,4,129
2016-02-10,15,Metropolis,1,1,251
2016-02-10,15,Metropolis,1,2,748
2016-02-10,15,Metropolis,1,3,279
2016-02-10,15,Metropolis,1,4,164
2016-02-10,15,Metropolis,2,1,357
2016-02-10,15,Metropolis,2,2,910
2016-02-10,15,Metropolis,2,3,254
2016-02-10,15,Metropolis,2,4,154
2016-02-10,15,Shuka,1,1,72
2016-02-10,15,Shuka,1,2,322
2016-02-10,15,Shuka,1,3,192
2016-02-10,15,Shuka,1,4,121
2016-02-10,15,Shuka,2,1,148
2016-02-10,15,Shuka,2,2,462
2016-02-10,15,Shuka,2,3,197
2016-02-10,15,Shuka,2,4,148
2016-02-10,16,Himki,1,1,195
2016-02-10,16,Himki,1,2,557
2016-02-10,16,Himki,1,3,368
2016-02-10,16,Himki,1,4,167
2016-02-10,16,Himki,2,1,110
2016-02-10,16,Himki,2,2,414
2016-02-10,16,Himki,2,3,230
2016-02-10,16,Himki,2,4,95
2016-02-10,16,Metropolis,1,1,330
2016-02-10,16,Metropolis,1,2,787
2016-02-10,16,Metropolis,1,3,228
2016-02-10,16,Metropolis,1,4,157
2016-02-10,16,Metropolis,2,1,378
2016-02-10,16,Metropolis,2,2,766
2016-02-10,16,Metropolis,2,3,238
2016-02-10,16,Metropolis,2,4,209
2016-02-10,16,Shuka,1,1,125
2016-02-10,16,Shuka,1,2,471
2016-02-10,16,Shuka,1,3,247
2016-02-10,16,Shuka,1,4,129
2016-02-10,16,Shuka,2,1,87
2016-02-10,16,Shuka,2,2,425
2016-02-10,16,Shuka,2,3,213
2016-02-10,16,Shuka,2,4,129
2016-02-10,17,Himki,1,1,152
2016-02-10,17,Himki,1,2,592
2016-02-10,17,Himki,1,3,288
2016-02-10,17,Himki,1,4,131
2016-02-10,17,Himki,2,1,87
2016-02-10,17,Himki,2,2,477
2016-02-10,17,Himki,2,3,191
2016-02-10,17,Himki,2,4,142
2016-02-10,17,Metropolis,1,1,228
2016-02-10,17,Metropolis,1,2,676
2016-02-10,17,Metropolis,1,3,322
2016-02-10,17,Metropolis,1,4,122
2016-02-10,17,Metropolis,2,1,330
2016-02-10,17,Metropolis,2,2,539
2016-02-10,17,Metropolis,2,3,140
2016-02-10,17,Metropolis,2,4,121
2016-02-10,17,Shuka,1,1,91
2016-02-10,17,Shuka,1,2,322
2016-02-10,17,Shuka,1,3,195
2016-02-10,17,Shuka,1,4,129
2016-02-10,17,Shuka,2,1,102
2016-02-10,17,Shuka,2,2,364
2016-02-10,17,Shuka,2,3,186
2016-02-10,17,Shuka,2,4,162
2016-02-10,18,Himki,1,1,135
2016-02-10,18,Himki,1,2,575
2016-02-10,18,Himki,1,3,239
2016-02-10,18,Himki,1,4,123
2016-02-10,18,Himki,2,1,72
2016-02-10,18,Himki,2,2,449
2016-02-10,18,Himki,2,3,183
2016-02-10,18,Himki,2,4,137
2016-02-10,18,Metropolis,1,1,210
2016-02-10,18,Metropolis,1,2,424
2016-02-10,18,Metropolis,1,3,223
2016-02-10,18,Metropolis,1,4,65
2016-02-10,18,Metropolis,2,1,232
2016-02-10,18,Metropolis,2,2,455
2016-02-10,18,Metropolis,2,3,184
2016-02-10,18,Metropolis,2,4,106
2016-02-10,18,Shuka,1,1,68
2016-02-10,18,Shuka,1,2,235
2016-02-10,18,Shuka,1,3,82
2016-02-10,18,Shuka,1,4,79
2016-02-10,18,Shuka,2,1,76
2016-02-10,18,Shuka,2,2,238
2016-02-10,18,Shuka,2,3,83
2016-02-10,18,Shuka,2,4,49
2016-02-10,19,Himki,1,1,120
2016-02-10,19,Himki,1,2,433
2016-02-10,19,Himki,1,3,169
2016-02-10,19,Himki,1,4,57
2016-02-10,19,Himki,2,1,45
2016-02-10,19,Himki,2,2,224
2016-02-10,19,Himki,2,3,105
2016-02-10,19,Himki,2,4,53
2016-02-10,19,Metropolis,1,1,156
2016-02-10,19,Metropolis,1,2,371
2016-02-10,19,Metropolis,1,3,129
2016-02-10,19,Metropolis,1,4,64
2016-02-10,19,Metropolis,2,1,148
2016-02-10,19,Metropolis,2,2,334
2016-02-10,19,Metropolis,2,3,106
2016-02-10,19,Metropolis,2,4,65
2016-02-10,19,Shuka,1,1,80
2016-02-10,19,Shuka,1,2,133
2016-02-10,19,Shuka,1,3,46
