dt,hour,tid,gender,age,customers_cnt
2016-02-16,0,Himki,1,1,15
2016-02-16,0,Himki,1,2,49
2016-02-16,0,Himki,1,3,19
2016-02-16,0,Himki,1,4,4
2016-02-16,0,Himki,2,1,4
2016-02-16,0,Himki,2,2,11
2016-02-16,0,Himki,2,3,15
2016-02-16,0,Himki,2,4,4
2016-02-16,0,Metropolis,1,1,4
2016-02-16,0,Metropolis,1,2,19
2016-02-16,0,Metropolis,1,3,19
2016-02-16,0,Metropolis,1,4,4
2016-02-16,0,Metropolis,2,1,4
2016-02-16,0,Metropolis,2,2,7
2016-02-16,0,Metropolis,2,3,11
2016-02-16,0,Metropolis,2,4,4
2016-02-16,0,Shuka,1,2,8
2016-02-16,0,Shuka,1,4,4
2016-02-16,1,Himki,1,1,4
2016-02-16,1,Himki,1,2,37
2016-02-16,1,Himki,1,3,22
2016-02-16,1,Himki,1,4,4
2016-02-16,1,Himki,2,1,4
2016-02-16,1,Himki,2,2,4
2016-02-16,1,Himki,2,3,7
2016-02-16,1,Himki,2,4,8
2016-02-16,1,Metropolis,1,1,4
2016-02-16,1,Metropolis,1,2,15
2016-02-16,1,Metropolis,1,3,26
2016-02-16,1,Metropolis,1,4,26
2016-02-16,1,Metropolis,2,1,4
2016-02-16,1,Metropolis,2,2,11
2016-02-16,1,Shuka,1,1,4
2016-02-16,1,Shuka,1,2,19
2016-02-16,1,Shuka,1,3,11
2016-02-16,1,Shuka,1,4,4
2016-02-16,1,Shuka,2,1,4
2016-02-16,1,Shuka,2,2,8
2016-02-16,1,Shuka,2,4,4
2016-02-16,2,Himki,1,1,4
2016-02-16,2,Himki,1,2,23
2016-02-16,2,Himki,1,3,11
2016-02-16,2,Himki,1,4,8
2016-02-16,2,Himki,2,1,4
2016-02-16,2,Himki,2,2,4
2016-02-16,2,Himki,2,3,8
2016-02-16,2,Himki,2,4,7
2016-02-16,2,Metropolis,1,1,11
2016-02-16,2,Metropolis,1,2,45
2016-02-16,2,Metropolis,1,3,11
2016-02-16,2,Metropolis,1,4,15
2016-02-16,2,Metropolis,2,1,4
2016-02-16,2,Metropolis,2,2,4
2016-02-16,2,Metropolis,2,3,11
2016-02-16,2,Metropolis,2,4,4
2016-02-16,2,Shuka,1,1,4
2016-02-16,2,Shuka,1,2,19
2016-02-16,2,Shuka,1,3,4
2016-02-16,2,Shuka,1,4,8
2016-02-16,2,Shuka,2,1,8
2016-02-16,2,Shuka,2,2,15
2016-02-16,2,Shuka,2,3,4
2016-02-16,3,Himki,1,1,7
2016-02-16,3,Himki,1,2,49
2016-02-16,3,Himki,1,3,15
2016-02-16,3,Himki,1,4,7
2016-02-16,3,Himki,2,2,23
2016-02-16,3,Himki,2,3,15
2016-02-16,3,Himki,2,4,4
2016-02-16,3,Metropolis,1,1,11
2016-02-16,3,Metropolis,1,2,29
2016-02-16,3,Metropolis,1,3,49
2016-02-16,3,Metropolis,1,4,11
2016-02-16,3,Metropolis,2,1,8
2016-02-16,3,Metropolis,2,2,15
2016-02-16,3,Metropolis,2,3,11
2016-02-16,3,Metropolis,2,4,7
2016-02-16,3,Shuka,1,1,23
2016-02-16,3,Shuka,1,2,57
2016-02-16,3,Shuka,1,3,23
2016-02-16,3,Shuka,1,4,16
2016-02-16,3,Shuka,2,1,15
2016-02-16,3,Shuka,2,2,53
2016-02-16,3,Shuka,2,3,11
2016-02-16,3,Shuka,2,4,19
2016-02-16,4,Himki,1,1,11
2016-02-16,4,Himki,1,2,76
2016-02-16,4,Himki,1,3,49
2016-02-16,4,Himki,1,4,19
2016-02-16,4,Himki,2,1,23
2016-02-16,4,Himki,2,2,19
2016-02-16,4,Himki,2,3,15
2016-02-16,4,Himki,2,4,11
2016-02-16,4,Metropolis,1,1,37
2016-02-16,4,Metropolis,1,2,87
2016-02-16,4,Metropolis,1,3,30
2016-02-16,4,Metropolis,1,4,23
2016-02-16,4,Metropolis,2,1,23
2016-02-16,4,Metropolis,2,2,61
2016-02-16,4,Metropolis,2,3,11
2016-02-16,4,Metropolis,2,4,4
2016-02-16,4,Shuka,1,1,26
2016-02-16,4,Shuka,1,2,190
2016-02-16,4,Shuka,1,3,99
2016-02-16,4,Shuka,1,4,80
2016-02-16,4,Shuka,2,1,34
2016-02-16,4,Shuka,2,2,148
2016-02-16,4,Shuka,2,3,102
2016-02-16,4,Shuka,2,4,91
2016-02-16,5,Himki,1,1,19
2016-02-16,5,Himki,1,2,140
2016-02-16,5,Himki,1,3,65
2016-02-16,5,Himki,1,4,46
2016-02-16,5,Himki,2,1,8
2016-02-16,5,Himki,2,2,65
2016-02-16,5,Himki,2,3,48
2016-02-16,5,Himki,2,4,30
2016-02-16,5,Metropolis,1,1,46
2016-02-16,5,Metropolis,1,2,171
2016-02-16,5,Metropolis,1,3,76
2016-02-16,5,Metropolis,1,4,34
2016-02-16,5,Metropolis,2,1,53
2016-02-16,5,Metropolis,2,2,159
2016-02-16,5,Metropolis,2,3,53
2016-02-16,5,Metropolis,2,4,27
2016-02-16,5,Shuka,1,1,91
2016-02-16,5,Shuka,1,2,413
2016-02-16,5,Shuka,1,3,213
2016-02-16,5,Shuka,1,4,110
2016-02-16,5,Shuka,2,1,120
2016-02-16,5,Shuka,2,2,421
2016-02-16,5,Shuka,2,3,232
2016-02-16,5,Shuka,2,4,193
2016-02-16,6,Himki,1,1,68
2016-02-16,6,Himki,1,2,193
2016-02-16,6,Himki,1,3,149
2016-02-16,6,Himki,1,4,64
2016-02-16,6,Himki,2,1,71
2016-02-16,6,Himki,2,2,153
2016-02-16,6,Himki,2,3,99
2016-02-16,6,Himki,2,4,71
2016-02-16,6,Metropolis,1,1,106
2016-02-16,6,Metropolis,1,2,343
2016-02-16,6,Metropolis,1,3,102
2016-02-16,6,Metropolis,1,4,66
2016-02-16,6,Metropolis,2,1,99
2016-02-16,6,Metropolis,2,2,406
2016-02-16,6,Metropolis,2,3,68
2016-02-16,6,Metropolis,2,4,42
2016-02-16,6,Shuka,1,1,42
2016-02-16,6,Shuka,1,2,379
2016-02-16,6,Shuka,1,3,201
2016-02-16,6,Shuka,1,4,80
2016-02-16,6,Shuka,2,1,89
2016-02-16,6,Shuka,2,2,325
2016-02-16,6,Shuka,2,3,201
2016-02-16,6,Shuka,2,4,90
2016-02-16,7,Himki,1,1,53
2016-02-16,7,Himki,1,2,353
2016-02-16,7,Himki,1,3,240
2016-02-16,7,Himki,1,4,95
2016-02-16,7,Himki,2,1,45
2016-02-16,7,Himki,2,2,254
2016-02-16,7,Himki,2,3,197
2016-02-16,7,Himki,2,4,64
2016-02-16,7,Metropolis,1,1,106
2016-02-16,7,Metropolis,1,2,495
2016-02-16,7,Metropolis,1,3,185
2016-02-16,7,Metropolis,1,4,73
2016-02-16,7,Metropolis,2,1,125
2016-02-16,7,Metropolis,2,2,584
2016-02-16,7,Metropolis,2,3,140
2016-02-16,7,Metropolis,2,4,80
2016-02-16,7,Shuka,1,1,61
2016-02-16,7,Shuka,1,2,276
2016-02-16,7,Shuka,1,3,144
2016-02-16,7,Shuka,1,4,80
2016-02-16,7,Shuka,2,1,49
2016-02-16,7,Shuka,2,2,235
2016-02-16,7,Shuka,2,3,125
2016-02-16,7,Shuka,2,4,80
2016-02-16,8,Himki,1,1,72
2016-02-16,8,Himki,1,2,386
2016-02-16,8,Himki,1,3,235
2016-02-16,8,Himki,1,4,126
2016-02-16,8,Himki,2,1,68
2016-02-16,8,Himki,2,2,251
2016-02-16,8,Himki,2,3,256
2016-02-16,8,Himki,2,4,152
2016-02-16,8,Metropolis,1,1,137
2016-02-16,8,Metropolis,1,2,606
2016-02-16,8,Metropolis,1,3,221
2016-02-16,8,Metropolis,1,4,87
2016-02-16,8,Metropolis,2,1,137
2016-02-16,8,Metropolis,2,2,583
2016-02-16,8,Metropolis,2,3,182
2016-02-16,8,Metropolis,2,4,121
2016-02-16,8,Shuka,1,1,61
2016-02-16,8,Shuka,1,2,169
2016-02-16,8,Shuka,1,3,91
2016-02-16,8,Shuka,1,4,89
2016-02-16,8,Shuka,2,1,51
2016-02-16,8,Shuka,2,2,193
2016-02-16,8,Shuka,2,3,91
2016-02-16,8,Shuka,2,4,72
2016-02-16,9,Himki,1,1,91
2016-02-16,9,Himki,1,2,514
2016-02-16,9,Himki,1,3,297
2016-02-16,9,Himki,1,4,140
2016-02-16,9,Himki,2,1,72
2016-02-16,9,Himki,2,2,388
2016-02-16,9,Himki,2,3,189
2016-02-16,9,Himki,2,4,111
2016-02-16,9,Metropolis,1,1,197
2016-02-16,9,Metropolis,1,2,703
2016-02-16,9,Metropolis,1,3,271
2016-02-16,9,Metropolis,1,4,122
2016-02-16,9,Metropolis,2,1,163
2016-02-16,9,Metropolis,2,2,755
2016-02-16,9,Metropolis,2,3,201
2016-02-16,9,Metropolis,2,4,91
2016-02-16,9,Shuka,1,1,61
2016-02-16,9,Shuka,1,2,190
2016-02-16,9,Shuka,1,3,118
2016-02-16,9,Shuka,1,4,55
2016-02-16,9,Shuka,2,1,61
2016-02-16,9,Shuka,2,2,167
2016-02-16,9,Shuka,2,3,156
2016-02-16,9,Shuka,2,4,52
2016-02-16,10,Himki,1,1,99
2016-02-16,10,Himki,1,2,489
2016-02-16,10,Himki,1,3,289
2016-02-16,10,Himki,1,4,219
2016-02-16,10,Himki,2,1,61
2016-02-16,10,Himki,2,2,450
2016-02-16,10,Himki,2,3,216
2016-02-16,10,Himki,2,4,155
2016-02-16,10,Metropolis,1,1,209
2016-02-16,10,Metropolis,1,2,875
2016-02-16,10,Metropolis,1,3,305
2016-02-16,10,Metropolis,1,4,127
2016-02-16,10,Metropolis,2,1,228
2016-02-16,10,Metropolis,2,2,780
2016-02-16,10,Metropolis,2,3,240
2016-02-16,10,Metropolis,2,4,136
2016-02-16,10,Shuka,1,1,72
2016-02-16,10,Shuka,1,2,217
2016-02-16,10,Shuka,1,3,161
2016-02-16,10,Shuka,1,4,38
2016-02-16,10,Shuka,2,1,72
2016-02-16,10,Shuka,2,2,202
2016-02-16,10,Shuka,2,3,87
2016-02-16,10,Shuka,2,4,62
2016-02-16,11,Himki,1,1,117
2016-02-16,11,Himki,1,2,651
2016-02-16,11,Himki,1,3,294
2016-02-16,11,Himki,1,4,224
2016-02-16,11,Himki,2,1,76
2016-02-16,11,Himki,2,2,470
2016-02-16,11,Himki,2,3,252
2016-02-16,11,Himki,2,4,172
2016-02-16,11,Metropolis,1,1,201
2016-02-16,11,Metropolis,1,2,797
2016-02-16,11,Metropolis,1,3,290
2016-02-16,11,Metropolis,1,4,159
2016-02-16,11,Metropolis,2,1,302
2016-02-16,11,Metropolis,2,2,907
2016-02-16,11,Metropolis,2,3,268
2016-02-16,11,Metropolis,2,4,98
2016-02-16,11,Shuka,1,1,38
2016-02-16,11,Shuka,1,2,169
2016-02-16,11,Shuka,1,3,171
2016-02-16,11,Shuka,1,4,103
2016-02-16,11,Shuka,2,1,53
2016-02-16,11,Shuka,2,2,209
2016-02-16,11,Shuka,2,3,129
2016-02-16,11,Shuka,2,4,87
2016-02-16,12,Himki,1,1,132
2016-02-16,12,Himki,1,2,549
2016-02-16,12,Himki,1,3,372
2016-02-16,12,Himki,1,4,210
2016-02-16,12,Himki,2,1,121
2016-02-16,12,Himki,2,2,437
2016-02-16,12,Himki,2,3,254
2016-02-16,12,Himki,2,4,132
2016-02-16,12,Metropolis,1,1,216
2016-02-16,12,Metropolis,1,2,768
2016-02-16,12,Metropolis,1,3,278
2016-02-16,12,Metropolis,1,4,137
2016-02-16,12,Metropolis,2,1,235
2016-02-16,12,Metropolis,2,2,736
2016-02-16,12,Metropolis,2,3,290
2016-02-16,12,Metropolis,2,4,87
2016-02-16,12,Shuka,1,1,53
2016-02-16,12,Shuka,1,2,227
2016-02-16,12,Shuka,1,3,95
2016-02-16,12,Shuka,1,4,91
2016-02-16,12,Shuka,2,1,95
2016-02-16,12,Shuka,2,2,216
2016-02-16,12,Shuka,2,3,141
2016-02-16,12,Shuka,2,4,61
2016-02-16,13,Himki,1,1,116
2016-02-16,13,Himki,1,2,613
2016-02-16,13,Himki,1,3,290
2016-02-16,13,Himki,1,4,224
2016-02-16,13,Himki,2,1,99
2016-02-16,13,Himki,2,2,440
2016-02-16,13,Himki,2,3,308
2016-02-16,13,Himki,2,4,190
2016-02-16,13,Metropolis,1,1,205
2016-02-16,13,Metropolis,1,2,875
2016-02-16,13,Metropolis,1,3,295
2016-02-16,13,Metropolis,1,4,174
2016-02-16,13,Metropolis,2,1,315
2016-02-16,13,Metropolis,2,2,788
2016-02-16,13,Metropolis,2,3,291
2016-02-16,13,Metropolis,2,4,133
2016-02-16,13,Shuka,1,1,65
2016-02-16,13,Shuka,1,2,281
2016-02-16,13,Shuka,1,3,102
2016-02-16,13,Shuka,1,4,110
2016-02-16,13,Shuka,2,1,104
2016-02-16,13,Shuka,2,2,273
2016-02-16,13,Shuka,2,3,150
2016-02-16,13,Shuka,2,4,91
2016-02-16,14,Himki,1,1,99
2016-02-16,14,Himki,1,2,626
2016-02-16,14,Himki,1,3,326
2016-02-16,14,Himki,1,4,177
2016-02-16,14,Himki,2,1,110
2016-02-16,14,Himki,2,2,481
2016-02-16,14,Himki,2,3,279
2016-02-16,14,Himki,2,4,201
2016-02-16,14,Metropolis,1,1,294
2016-02-16,14,Metropolis,1,2,893
2016-02-16,14,Metropolis,1,3,310
2016-02-16,14,Metropolis,1,4,150
2016-02-16,14,Metropolis,2,1,302
2016-02-16,14,Metropolis,2,2,684
2016-02-16,14,Metropolis,2,3,333
2016-02-16,14,Metropolis,2,4,175
2016-02-16,14,Shuka,1,1,72
2016-02-16,14,Shuka,1,2,355
2016-02-16,14,Shuka,1,3,148
2016-02-16,14,Shuka,1,4,148
2016-02-16,14,Shuka,2,1,74
2016-02-16,14,Shuka,2,2,303
2016-02-16,14,Shuka,2,3,171
2016-02-16,14,Shuka,2,4,185
2016-02-16,15,Himki,1,1,152
2016-02-16,15,Himki,1,2,509
2016-02-16,15,Himki,1,3,253
2016-02-16,15,Himki,1,4,129
2016-02-16,15,Himki,2,1,128
2016-02-16,15,Himki,2,2,512
2016-02-16,15,Himki,2,3,289
2016-02-16,15,Himki,2,4,167
2016-02-16,15,Metropolis,1,1,234
2016-02-16,15,Metropolis,1,2,761
2016-02-16,15,Metropolis,1,3,382
2016-02-16,15,Metropolis,1,4,153
2016-02-16,15,Metropolis,2,1,353
2016-02-16,15,Metropolis,2,2,749
2016-02-16,15,Metropolis,2,3,259
2016-02-16,15,Metropolis,2,4,144
2016-02-16,15,Shuka,1,1,92
2016-02-16,15,Shuka,1,2,398
2016-02-16,15,Shuka,1,3,197
2016-02-16,15,Shuka,1,4,102
2016-02-16,15,Shuka,2,1,95
2016-02-16,15,Shuka,2,2,487
2016-02-16,15,Shuka,2,3,296
2016-02-16,15,Shuka,2,4,178
2016-02-16,16,Himki,1,1,121
2016-02-16,16,Himki,1,2,495
2016-02-16,16,Himki,1,3,344
2016-02-16,16,Himki,1,4,170
2016-02-16,16,Himki,2,1,106
2016-02-16,16,Himki,2,2,401
2016-02-16,16,Himki,2,3,213
2016-02-16,16,Himki,2,4,137
2016-02-16,16,Metropolis,1,1,276
2016-02-16,16,Metropolis,1,2,810
2016-02-16,16,Metropolis,1,3,290
2016-02-16,16,Metropolis,1,4,149
2016-02-16,16,Metropolis,2,1,303
2016-02-16,16,Metropolis,2,2,736
2016-02-16,16,Metropolis,2,3,243
2016-02-16,16,Metropolis,2,4,110
2016-02-16,16,Shuka,1,1,53
2016-02-16,16,Shuka,1,2,400
2016-02-16,16,Shuka,1,3,178
2016-02-16,16,Shuka,1,4,87
2016-02-16,16,Shuka,2,1,97
2016-02-16,16,Shuka,2,2,436
2016-02-16,16,Shuka,2,3,213
2016-02-16,16,Shuka,2,4,95
2016-02-16,17,Himki,1,1,114
2016-02-16,17,Himki,1,2,560
2016-02-16,17,Himki,1,3,300
2016-02-16,17,Himki,1,4,137
2016-02-16,17,Himki,2,1,87
2016-02-16,17,Himki,2,2,429
2016-02-16,17,Himki,2,3,202
2016-02-16,17,Himki,2,4,133
2016-02-16,17,Metropolis,1,1,163
2016-02-16,17,Metropolis,1,2,706
2016-02-16,17,Metropolis,1,3,300
2016-02-16,17,Metropolis,1,4,68
2016-02-16,17,Metropolis,2,1,254
2016-02-16,17,Metropolis,2,2,626
2016-02-16,17,Metropolis,2,3,210
2016-02-16,17,Metropolis,2,4,121
2016-02-16,17,Shuka,1,1,53
2016-02-16,17,Shuka,1,2,273
2016-02-16,17,Shuka,1,3,163
2016-02-16,17,Shuka,1,4,65
2016-02-16,17,Shuka,2,1,76
2016-02-16,17,Shuka,2,2,304
2016-02-16,17,Shuka,2,3,181
2016-02-16,17,Shuka,2,4,99
2016-02-16,18,Himki,1,1,140
2016-02-16,18,Himki,1,2,522
2016-02-16,18,Himki,1,3,239
2016-02-16,18,Himki,1,4,102
2016-02-16,18,Himki,2,1,68
2016-02-16,18,Himki,2,2,333
2016-02-16,18,Himki,2,3,163
2016-02-16,18,Himki,2,4,114
2016-02-16,18,Metropolis,1,1,175
2016-02-16,18,Metropolis,1,2,522
2016-02-16,18,Metropolis,1,3,196
2016-02-16,18,Metropolis,1,4,76
2016-02-16,18,Metropolis,2,1,258
2016-02-16,18,Metropolis,2,2,380
2016-02-16,18,Metropolis,2,3,146
2016-02-16,18,Metropolis,2,4,106
2016-02-16,18,Shuka,1,1,53
2016-02-16,18,Shuka,1,2,242
2016-02-16,18,Shuka,1,3,95
2016-02-16,18,Shuka,1,4,57
2016-02-16,18,Shuka,2,1,80
2016-02-16,18,Shuka,2,2,224
2016-02-16,18,Shuka,2,3,135
2016-02-16,18,Shuka,2,4,42
2016-02-16,19,Himki,1,1,95
2016-02-16,19,Himki,1,2,409
2016-02-16,19,Himki,1,3,217
2016-02-16,19,Himki,1,4,80
2016-02-16,19,Himki,2,1,87
2016-02-16,19,Himki,2,2,345
2016-02-16,19,Himki,2,3,131
2016-02-16,19,Himki,2,4,102
2016-02-16,19,Metropolis,1,1,144
2016-02-16,19,Metropolis,1,2,298
2016-02-16,19,Metropolis,1,3,110
2016-02-16,19,Metropolis,1,4,42
2016-02-16,19,Metropolis,2,1,163
2016-02-16,19,Metropolis,2,2,321
2016-02-16,19,Metropolis,2,3,117
2016-02-16,19,Metropolis,2,4,34
2016-02-16,19,Shuka,1,1,34
2016-02-16,19,Shuka,1,2,159
2016-02-16,19,Shuka,1,3,57
2016-02-16,19,Shuka,1,4,49
2016-02-16,19,Shuka,2,1,62
2016-02-16,19,Shuka,2,2,152
2016-02-16,19,Shuka,2,3,49
2016-02-16,19,Shuka,2,4,19
2016-02-16,20,Himki,1,1,49
2016-02-16,20,Himki,1,2,153
2016-02-16,20,Himki,1,3,102
2016-02-16,20,Himki,1,4,4
2016-02-16,20,Himki,2,1,30
2016-02-16,20,Himki,2,2,142
2016-02-16,20,Himki,2,3,36
2016-02-16,20,Himki,2,4,49
2016-02-16,20,Metropolis,1,1,61
2016-02-16,20,Metropolis,1,2,201
2016-02-16,20,Metropolis,1,3,60
2016-02-16,20,Metropolis,1,4,27
2016-02-16,20,Metropolis,2,1,38
2016-02-16,20,Metropolis,2,2,177
2016-02-16,20,Metropolis,2,3,30
2016-02-16,20,Metropolis,2,4,30
2016-02-16,20,Shuka,1,1,23
2016-02-16,20,Shuka,1,2,102
2016-02-16,20,Shuka,1,3,15
2016-02-16,20,Shuka,1,4,30
2016-02-16,20,Shuka,2,1,11
2016-02-16,20,Shuka,2,2,68
2016-02-16,20,Shuka,2,3,15
2016-02-16,20,Shuka,2,4,15
2016-02-16,21,Himki,1,1,23
2016-02-16,21,Himki,1,2,118
2016-02-16,21,Himki,1,3,39
2016-02-16,21,Himki,1,4,37
2016-02-16,21,Himki,2,1,8
2016-02-16,21,Himki,2,2,27
2016-02-16,21,Himki,2,3,38
2016-02-16,21,Himki,2,4,27
2016-02-16,21,Metropolis,1,1,30
2016-02-16,21,Metropolis,1,2,95
2016-02-16,21,Metropolis,1,3,38
2016-02-16,21,Metropolis,1,4,23
2016-02-16,21,Metropolis,2,1,15
2016-02-16,21,Metropolis,2,2,56
2016-02-16,21,Metropolis,2,3,19
2016-02-16,21,Metropolis,2,4,15
2016-02-16,21,Shuka,1,1,8
2016-02-16,21,Shuka,1,2,45
2016-02-16,21,Shuka,1,3,19
2016-02-16,21,Shuka,1,4,15
2016-02-16,21,Shuka,2,1,11
2016-02-16,21,Shuka,2,2,27
2016-02-16,21,Shuka,2,3,23
2016-02-16,21,Shuka,2,4,8
2016-02-16,22,Himki,1,1,23
2016-02-16,22,Himki,1,2,53
2016-02-16,22,Himki,1,3,45
2016-02-16,22,Himki,1,4,15
2016-02-16,22,Himki,2,1,4
2016-02-16,22,Himki,2,2,26
2016-02-16,22,Himki,2,3,11
2016-02-16,22,Himki,2,4,4
2016-02-16,22,Metropolis,1,1,11
2016-02-16,22,Metropolis,1,2,75
2016-02-16,22,Metropolis,1,3,38
2016-02-16,22,Metropolis,2,1,23
2016-02-16,22,Metropolis,2,2,23
2016-02-16,22,Metropolis,2,3,19
2016-02-16,22,Shuka,1,1,15
2016-02-16,22,Shuka,1,2,38
2016-02-16,22,Shuka,1,3,8
2016-02-16,22,Shuka,2,1,7
2016-02-16,22,Shuka,2,2,15
2016-02-16,22,Shuka,2,3,8
2016-02-16,22,Shuka,2,4,7
2016-02-16,23,Himki,1,1,23
2016-02-16,23,Himki,1,2,157
2016-02-16,23,Himki,1,3,38
2016-02-16,23,Himki,1,4,27
2016-02-16,23,Himki,2,2,4
2016-02-16,23,Himki,2,3,29
2016-02-16,23,Himki,2,4,11
2016-02-16,23,Metropolis,1,1,11
2016-02-16,23,Metropolis,1,2,46
2016-02-16,23,Metropolis,1,3,42
2016-02-16,23,Metropolis,1,4,30
2016-02-16,23,Metropolis,2,1,23
2016-02-16,23,Metropolis,2,2,15
2016-02-16,23,Metropolis,2,3,8
2016-02-16,23,Metropolis,2,4,4
2016-02-16,23,Shuka,1,2,19
2016-02-16,23,Shuka,1,3,4
2016-02-16,23,Shuka,1,4,8
2016-02-16,23,Shuka,2,1,4
2016-02-16,23,Shuka,2,4,4
2016-02-17,0,Himki,1,1,23
2016-02-17,0,Himki,1,2,38
2016-02-17,0,Himki,1,3,30
2016-02-17,0,Himki,1,4,7
2016-02-17,0,Himki,2,2,8
2016-02-17,0,Himki,2,3,23
2016-02-17,0,Himki,2,4,4
2016-02-17,0,Metropolis,1,1,4
2016-02-17,0,Metropolis,1,2,30
2016-02-17,0,Metropolis,1,3,19
2016-02-17,0,Metropolis,1,4,4
2016-02-17,0,Metropolis,2,2,11
2016-02-17,0,Metropolis,2,3,4
2016-02-17,0,Metropolis,2,4,8
2016-02-17,0,Shuka,1,1,4
2016-02-17,0,Shuka,1,2,15
2016-02-17,0,Shuka,1,4,4
2016-02-17,0,Shuka,2,1,4
2016-02-17,1,Himki,1,1,4
2016-02-17,1,Himki,1,2,45
2016-02-17,1,Himki,1,3,30
2016-02-17,1,Himki,2,1,4
2016-02-17,1,Himki,2,2,11
2016-02-17,1,Himki,2,3,11
2016-02-17,1,Himki,2,4,15
2016-02-17,1,Metropolis,1,1,8
2016-02-17,1,Metropolis,1,2,34
2016-02-17,1,Metropolis,1,3,34
2016-02-17,1,Metropolis,1,4,15
2016-02-17,1,Metropolis,2,1,8
2016-02-17,1,Metropolis,2,2,11
2016-02-17,1,Metropolis,2,3,8
2016-02-17,1,Metropolis,2,4,15
2016-02-17,1,Shuka,1,1,4
2016-02-17,1,Shuka,1,2,19
2016-02-17,1,Shuka,1,4,4
2016-02-17,1,Shuka,2,1,4
2016-02-17,1,Shuka,2,2,4
2016-02-17,1,Shuka,2,3,4
2016-02-17,1,Shuka,2,4,8
2016-02-17,2,Himki,1,1,11
2016-02-17,2,Himki,1,2,23
2016-02-17,2,Himki,1,3,19
2016-02-17,2,Himki,1,4,8
2016-02-17,2,Himki,2,1,7
2016-02-17,2,Himki,2,2,7
2016-02-17,2,Himki,2,3,15
2016-02-17,2,Himki,2,4,19
2016-02-17,2,Metropolis,1,1,19
2016-02-17,2,Metropolis,1,2,38
2016-02-17,2,Metropolis,1,3,19
2016-02-17,2,Metropolis,1,4,19
2016-02-17,2,Metropolis,2,2,19
2016-02-17,2,Metropolis,2,3,11
2016-02-17,2,Metropolis,2,4,15
2016-02-17,2,Shuka,1,2,34
2016-02-17,2,Shuka,1,3,8
2016-02-17,2,Shuka,1,4,15
2016-02-17,2,Shuka,2,1,4
2016-02-17,2,Shuka,2,2,15
2016-02-17,2,Shuka,2,3,15
2016-02-17,2,Shuka,2,4,8
2016-02-17,3,Himki,1,1,7
2016-02-17,3,Himki,1,2,46
2016-02-17,3,Himki,1,3,15
2016-02-17,3,Himki,1,4,4
2016-02-17,3,Himki,2,1,4
2016-02-17,3,Himki,2,2,19
2016-02-17,3,Himki,2,3,11
2016-02-17,3,Himki,2,4,4
2016-02-17,3,Metropolis,1,1,15
2016-02-17,3,Metropolis,1,2,51
2016-02-17,3,Metropolis,1,3,37
2016-02-17,3,Metropolis,1,4,15
2016-02-17,3,Metropolis,2,1,8
2016-02-17,3,Metropolis,2,2,27
2016-02-17,3,Metropolis,2,3,8
2016-02-17,3,Metropolis,2,4,15
2016-02-17,3,Shuka,1,1,16
2016-02-17,3,Shuka,1,2,53
2016-02-17,3,Shuka,1,3,43
2016-02-17,3,Shuka,1,4,19
2016-02-17,3,Shuka,2,1,11
2016-02-17,3,Shuka,2,2,34
2016-02-17,3,Shuka,2,3,31
2016-02-17,3,Shuka,2,4,37
2016-02-17,4,Himki,1,1,11
2016-02-17,4,Himki,1,2,49
2016-02-17,4,Himki,1,3,38
2016-02-17,4,Himki,1,4,23
2016-02-17,4,Himki,2,1,19
2016-02-17,4,Himki,2,2,34
2016-02-17,4,Himki,2,3,19
2016-02-17,4,Himki,2,4,4
2016-02-17,4,Metropolis,1,1,46
2016-02-17,4,Metropolis,1,2,83
2016-02-17,4,Metropolis,1,3,34
2016-02-17,4,Metropolis,1,4,23
2016-02-17,4,Metropolis,2,1,34
2016-02-17,4,Metropolis,2,2,53
2016-02-17,4,Metropolis,2,3,11
2016-02-17,4,Metropolis,2,4,11
2016-02-17,4,Shuka,1,1,30
2016-02-17,4,Shuka,1,2,276
2016-02-17,4,Shuka,1,3,118
2016-02-17,4,Shuka,1,4,91
2016-02-17,4,Shuka,2,1,46
2016-02-17,4,Shuka,2,2,156
2016-02-17,4,Shuka,2,3,110
2016-02-17,4,Shuka,2,4,91
2016-02-17,5,Himki,1,1,15
2016-02-17,5,Himki,1,2,72
2016-02-17,5,Himki,1,3,49
2016-02-17,5,Himki,1,4,42
2016-02-17,5,Himki,2,1,23
2016-02-17,5,Himki,2,2,83
2016-02-17,5,Himki,2,3,40
2016-02-17,5,Himki,2,4,38
2016-02-17,5,Metropolis,1,1,53
2016-02-17,5,Metropolis,1,2,163
2016-02-17,5,Metropolis,1,3,53
2016-02-17,5,Metropolis,1,4,27
2016-02-17,5,Metropolis,2,1,53
2016-02-17,5,Metropolis,2,2,152
2016-02-17,5,Metropolis,2,3,65
2016-02-17,5,Metropolis,2,4,8
2016-02-17,5,Shuka,1,1,95
2016-02-17,5,Shuka,1,2,383
2016-02-17,5,Shuka,1,3,182
2016-02-17,5,Shuka,1,4,87
2016-02-17,5,Shuka,2,1,102
2016-02-17,5,Shuka,2,2,459
2016-02-17,5,Shuka,2,3,228
2016-02-17,5,Shuka,2,4,216
2016-02-17,6,Himki,1,1,49
2016-02-17,6,Himki,1,2,257
2016-02-17,6,Himki,1,3,117
2016-02-17,6,Himki,1,4,83
2016-02-17,6,Himki,2,1,45
2016-02-17,6,Himki,2,2,149
2016-02-17,6,Himki,2,3,99
