dt,zid_oktmo,tid,gender,age,customers_cnt_home,customers_cnt_work,adm8_municipal_OKTMO_NAME
2016-02-07,45304000,Himki,2,4,4,,Крюково
2016-02-07,45304000,Metropolis,1,1,4,4,Крюково
2016-02-07,45304000,Metropolis,2,1,8,,Крюково
2016-02-07,45305000,Himki,1,2,27,23,Крюково
2016-02-07,45305000,Himki,1,3,4,11,Крюково
2016-02-07,45305000,Himki,2,2,4,8,Крюково
2016-02-07,45305000,Himki,2,3,15,11,Крюково
2016-02-07,45305000,Metropolis,1,1,8,8,Крюково
2016-02-07,45305000,Metropolis,1,2,8,19,Крюково
2016-02-07,45305000,Metropolis,2,2,27,8,Крюково
2016-02-07,45305000,Metropolis,2,3,15,4,Крюково
2016-02-07,45305000,Shuka,1,2,15,8,Крюково
2016-02-07,45305000,Shuka,1,3,8,4,Крюково
2016-02-07,45305000,Shuka,2,1,8,4,Крюково
2016-02-07,45305000,Shuka,2,2,4,4,Крюково
2016-02-07,45305000,Shuka,2,3,4,,Крюково
2016-02-07,45306000,Himki,1,2,4,,Крюково
2016-02-07,45306000,Himki,2,2,4,,Крюково
2016-02-07,45306000,Metropolis,1,3,8,4,Крюково
2016-02-07,45306000,Metropolis,2,2,8,,Крюково
2016-02-07,45306000,Metropolis,2,4,4,,Крюково
2016-02-07,45306000,Shuka,2,1,8,4,Крюково
2016-02-07,45306000,Shuka,2,2,8,,Крюково
2016-02-07,45306000,Shuka,2,3,4,4,Крюково
2016-02-07,45306000,Shuka,2,4,4,4,Крюково
2016-02-07,45307000,Himki,1,1,8,,Крюково
2016-02-07,45307000,Himki,1,2,11,11,Крюково
2016-02-07,45307000,Himki,1,3,8,4,Крюково
2016-02-07,45307000,Himki,1,4,4,7,Крюково
2016-02-07,45307000,Himki,2,3,4,8,Крюково
2016-02-07,45307000,Metropolis,1,1,8,8,Крюково
2016-02-07,45307000,Metropolis,1,2,8,4,Крюково
2016-02-07,45307000,Metropolis,1,4,4,4,Крюково
2016-02-07,45307000,Metropolis,2,1,19,11,Крюково
2016-02-07,45307000,Metropolis,2,2,11,8,Крюково
2016-02-07,45307000,Metropolis,2,4,4,,Крюково
2016-02-07,45307000,Shuka,1,1,4,4,Крюково
2016-02-07,45307000,Shuka,1,4,4,,Крюково
2016-02-07,45307000,Shuka,2,2,8,,Крюково
2016-02-07,45308000,Himki,1,2,4,,Крюково
2016-02-07,45308000,Himki,1,4,4,4,Крюково
2016-02-07,45308000,Himki,2,1,4,,Крюково
2016-02-07,45308000,Himki,2,2,4,,Крюково
2016-02-07,45308000,Metropolis,1,2,15,4,Крюково
2016-02-07,45308000,Metropolis,1,3,8,,Крюково
2016-02-07,45308000,Metropolis,2,2,4,,Крюково
2016-02-07,45308000,Shuka,1,1,4,,Крюково
2016-02-07,45308000,Shuka,1,2,4,,Крюково
2016-02-07,45308000,Shuka,1,4,4,4,Крюково
2016-02-07,45308000,Shuka,2,1,4,4,Крюково
2016-02-07,45308000,Shuka,2,4,4,4,Крюково
2016-02-07,45309000,Himki,1,2,4,4,Крюково
2016-02-07,45309000,Himki,1,3,4,8,Крюково
2016-02-07,45309000,Himki,2,2,4,8,Крюково
2016-02-07,45309000,Metropolis,1,1,15,4,Крюково
2016-02-07,45309000,Metropolis,1,2,11,15,Крюково
2016-02-07,45309000,Metropolis,1,4,4,4,Крюково
2016-02-07,45309000,Metropolis,2,1,4,4,Крюково
2016-02-07,45309000,Metropolis,2,2,11,4,Крюково
2016-02-07,45309000,Metropolis,2,3,4,,Крюково
2016-02-07,45309000,Metropolis,2,4,4,4,Крюково
2016-02-07,45309000,Shuka,1,1,4,,Крюково
2016-02-07,45309000,Shuka,1,2,11,11,Крюково
2016-02-07,45309000,Shuka,1,3,4,4,Крюково
2016-02-07,45309000,Shuka,2,2,4,,Крюково
2016-02-07,45309000,Shuka,2,3,4,4,Крюково
2016-02-07,45310000,Himki,2,2,8,8,Крюково
2016-02-07,45310000,Metropolis,1,1,4,,Крюково
2016-02-07,45310000,Metropolis,1,2,8,4,Крюково
2016-02-07,45310000,Metropolis,2,1,4,,Крюково
2016-02-07,45310000,Metropolis,2,2,8,4,Крюково
2016-02-07,45310000,Shuka,1,2,4,,Крюково
2016-02-07,45310000,Shuka,2,1,4,4,Крюково
2016-02-07,45311000,Himki,1,2,4,4,Крюково
2016-02-07,45311000,Himki,2,1,4,,Крюково
2016-02-07,45311000,Metropolis,1,2,4,,Крюково
2016-02-07,45311000,Metropolis,1,3,8,8,Крюково
2016-02-07,45311000,Metropolis,2,1,4,,Крюково
2016-02-07,45311000,Metropolis,2,2,8,8,Крюково
2016-02-07,45311000,Shuka,2,1,4,,Крюково
2016-02-07,45311000,Shuka,2,2,4,,Крюково
2016-02-07,45311000,Shuka,2,4,4,,Крюково
2016-02-07,45312000,Himki,1,2,23,19,Крюково
2016-02-07,45312000,Himki,2,2,15,11,Крюково
2016-02-07,45312000,Himki,2,3,4,4,Крюково
2016-02-07,45312000,Metropolis,1,1,8,4,Крюково
2016-02-07,45312000,Metropolis,1,2,15,15,Крюково
2016-02-07,45312000,Metropolis,1,3,8,19,Крюково
2016-02-07,45312000,Metropolis,1,4,8,4,Крюково
2016-02-07,45312000,Metropolis,2,1,4,4,Крюково
2016-02-07,45312000,Metropolis,2,2,15,8,Крюково
2016-02-07,45312000,Metropolis,2,3,11,4,Крюково
2016-02-07,45312000,Metropolis,2,4,4,4,Крюково
2016-02-07,45312000,Shuka,1,4,4,,Крюково
2016-02-07,45312000,Shuka,2,1,4,,Крюково
2016-02-07,45312000,Shuka,2,3,8,,Крюково
2016-02-07,45312000,Shuka,2,4,8,4,Крюково
2016-02-07,45313000,Himki,1,2,15,19,Крюково
2016-02-07,45313000,Himki,1,3,4,4,Крюково
2016-02-07,45313000,Himki,2,1,4,,Крюково
2016-02-07,45313000,Himki,2,2,4,,Крюково
2016-02-07,45313000,Himki,2,3,4,,Крюково
2016-02-07,45313000,Himki,2,4,4,4,Крюково
2016-02-07,45313000,Metropolis,1,2,8,8,Крюково
2016-02-07,45313000,Metropolis,1,4,4,,Крюково
2016-02-07,45313000,Metropolis,2,1,8,8,Крюково
2016-02-07,45313000,Metropolis,2,2,11,,Крюково
2016-02-07,45313000,Metropolis,2,3,4,,Крюково
2016-02-07,45313000,Metropolis,2,4,4,4,Крюково
2016-02-07,45313000,Shuka,1,4,4,4,Крюково
2016-02-07,45313000,Shuka,2,1,4,,Крюково
2016-02-07,45313000,Shuka,2,2,11,,Крюково
2016-02-07,45314000,Himki,1,1,4,8,Крюково
2016-02-07,45314000,Himki,1,2,8,34,Крюково
2016-02-07,45314000,Himki,1,4,4,8,Крюково
2016-02-07,45314000,Himki,2,2,19,23,Крюково
2016-02-07,45314000,Himki,2,3,4,4,Крюково
2016-02-07,45314000,Himki,2,4,8,8,Крюково
2016-02-07,45314000,Metropolis,1,2,15,38,Крюково
2016-02-07,45314000,Metropolis,1,3,4,11,Крюково
2016-02-07,45314000,Metropolis,2,2,8,15,Крюково
2016-02-07,45314000,Metropolis,2,3,8,11,Крюково
2016-02-07,45314000,Metropolis,2,4,4,,Крюково
2016-02-07,45314000,Shuka,1,3,4,,Крюково
2016-02-07,45314000,Shuka,2,1,8,4,Крюково
2016-02-07,45314000,Shuka,2,2,4,,Крюково
2016-02-07,45315000,Himki,1,2,8,19,Крюково
2016-02-07,45315000,Himki,1,3,8,15,Крюково
2016-02-07,45315000,Himki,2,2,19,19,Крюково
2016-02-07,45315000,Himki,2,3,11,8,Крюково
2016-02-07,45315000,Metropolis,1,3,4,,Крюково
2016-02-07,45315000,Metropolis,2,1,4,11,Крюково
2016-02-07,45315000,Metropolis,2,2,4,4,Крюково
2016-02-07,45315000,Metropolis,2,3,4,8,Крюково
2016-02-07,45315000,Metropolis,2,4,4,,Крюково
2016-02-07,45315000,Shuka,1,1,4,4,Крюково
2016-02-07,45315000,Shuka,1,2,4,15,Крюково
2016-02-07,45315000,Shuka,1,4,4,,Крюково
2016-02-07,45315000,Shuka,2,2,4,4,Крюково
2016-02-07,45315000,Shuka,2,4,4,,Крюково
2016-02-07,45316000,Himki,1,2,23,34,Крюково
2016-02-07,45316000,Himki,1,3,4,11,Крюково
2016-02-07,45316000,Himki,1,4,4,8,Крюково
2016-02-07,45316000,Himki,2,1,8,8,Крюково
2016-02-07,45316000,Himki,2,2,11,30,Крюково
2016-02-07,45316000,Metropolis,1,2,4,15,Крюково
2016-02-07,45316000,Metropolis,1,3,4,4,Крюково
2016-02-07,45316000,Metropolis,1,4,4,,Крюково
2016-02-07,45316000,Metropolis,2,1,4,,Крюково
2016-02-07,45316000,Metropolis,2,2,15,19,Крюково
2016-02-07,45316000,Metropolis,2,3,4,8,Крюково
2016-02-07,45316000,Metropolis,2,4,4,,Крюково
2016-02-07,45316000,Shuka,1,2,4,19,Крюково
2016-02-07,45316000,Shuka,1,4,4,11,Крюково
2016-02-07,45316000,Shuka,2,2,4,4,Крюково
2016-02-07,45316000,Shuka,2,3,8,4,Крюково
2016-02-07,45317000,Himki,1,2,4,8,Крюково
2016-02-07,45317000,Himki,2,2,4,,Крюково
2016-02-07,45317000,Metropolis,1,2,8,4,Крюково
2016-02-07,45317000,Metropolis,2,3,8,,Крюково
2016-02-07,45318000,Himki,1,2,30,72,Крюково
2016-02-07,45318000,Himki,1,3,15,38,Крюково
2016-02-07,45318000,Himki,1,4,8,11,Крюково
2016-02-07,45318000,Himki,2,1,4,15,Крюково
2016-02-07,45318000,Himki,2,2,30,30,Крюково
2016-02-07,45318000,Himki,2,3,4,30,Крюково
2016-02-07,45318000,Himki,2,4,8,4,Крюково
2016-02-07,45318000,Metropolis,1,2,15,27,Крюково
2016-02-07,45318000,Metropolis,1,3,19,34,Крюково
2016-02-07,45318000,Metropolis,1,4,4,4,Крюково
2016-02-07,45318000,Metropolis,2,1,4,8,Крюково
2016-02-07,45318000,Metropolis,2,2,15,34,Крюково
2016-02-07,45318000,Metropolis,2,3,4,4,Крюково
2016-02-07,45318000,Shuka,1,3,4,11,Крюково
2016-02-07,45318000,Shuka,2,3,4,4,Крюково
2016-02-07,45319000,Himki,1,1,4,4,Крюково
2016-02-07,45319000,Himki,1,2,15,23,Крюково
2016-02-07,45319000,Himki,1,3,4,8,Крюково
2016-02-07,45319000,Himki,1,4,8,11,Крюково
2016-02-07,45319000,Himki,2,2,23,34,Крюково
2016-02-07,45319000,Himki,2,3,11,15,Крюково
2016-02-07,45319000,Himki,2,4,4,4,Крюково
2016-02-07,45319000,Metropolis,1,1,8,4,Крюково
2016-02-07,45319000,Metropolis,1,2,4,11,Крюково
2016-02-07,45319000,Metropolis,1,4,4,4,Крюково
2016-02-07,45319000,Metropolis,2,2,11,15,Крюково
2016-02-07,45319000,Shuka,1,2,11,8,Крюково
2016-02-07,45319000,Shuka,2,2,8,8,Крюково
2016-02-07,45320000,Himki,1,2,34,30,Крюково
2016-02-07,45320000,Himki,1,3,27,30,Крюково
2016-02-07,45320000,Himki,1,4,11,23,Крюково
2016-02-07,45320000,Himki,2,1,4,,Крюково
2016-02-07,45320000,Himki,2,2,30,27,Крюково
2016-02-07,45320000,Himki,2,3,8,11,Крюково
2016-02-07,45320000,Himki,2,4,15,11,Крюково
2016-02-07,45320000,Metropolis,1,1,15,4,Крюково
2016-02-07,45320000,Metropolis,1,2,34,19,Крюково
2016-02-07,45320000,Metropolis,1,3,4,11,Крюково
2016-02-07,45320000,Metropolis,1,4,4,11,Крюково
2016-02-07,45320000,Metropolis,2,2,19,15,Крюково
2016-02-07,45320000,Metropolis,2,3,8,4,Крюково
2016-02-07,45320000,Metropolis,2,4,11,8,Крюково
2016-02-07,45320000,Shuka,1,2,23,11,Крюково
2016-02-07,45320000,Shuka,2,1,4,4,Крюково
2016-02-07,45320000,Shuka,2,2,8,7,Крюково
2016-02-07,45320000,Shuka,2,3,8,,Крюково
2016-02-07,45320000,Shuka,2,4,4,11,Крюково
2016-02-07,45321000,Himki,1,1,8,8,Крюково
2016-02-07,45321000,Himki,1,2,23,46,Крюково
2016-02-07,45321000,Himki,1,3,8,11,Крюково
2016-02-07,45321000,Himki,1,4,8,4,Крюково
2016-02-07,45321000,Himki,2,2,8,7,Крюково
2016-02-07,45321000,Himki,2,3,11,15,Крюково
2016-02-07,45321000,Metropolis,1,2,23,30,Крюково
2016-02-07,45321000,Metropolis,1,3,8,4,Крюково
2016-02-07,45321000,Metropolis,2,2,8,15,Крюково
2016-02-07,45321000,Metropolis,2,3,8,11,Крюково
2016-02-07,45321000,Metropolis,2,4,4,8,Крюково
2016-02-07,45321000,Shuka,1,1,4,4,Крюково
2016-02-07,45321000,Shuka,1,2,19,11,Крюково
2016-02-07,45321000,Shuka,1,3,4,4,Крюково
2016-02-07,45322000,Himki,1,2,23,8,Крюково
2016-02-07,45322000,Himki,1,3,4,,Крюково
2016-02-07,45322000,Himki,2,2,4,8,Крюково
2016-02-07,45322000,Himki,2,3,4,4,Крюково
2016-02-07,45322000,Metropolis,1,2,8,4,Крюково
2016-02-07,45322000,Metropolis,1,3,4,,Крюково
2016-02-07,45322000,Metropolis,2,2,4,,Крюково
2016-02-07,45322000,Shuka,1,1,4,,Крюково
2016-02-07,45322000,Shuka,1,3,4,,Крюково
2016-02-07,45322000,Shuka,2,3,4,,Крюково
2016-02-07,45323000,Himki,1,1,8,8,Крюково
2016-02-07,45323000,Himki,1,2,27,30,Крюково
2016-02-07,45323000,Himki,1,3,4,15,Крюково
2016-02-07,45323000,Himki,2,2,11,19,Крюково
2016-02-07,45323000,Himki,2,4,8,4,Крюково
2016-02-07,45323000,Metropolis,1,2,8,11,Крюково
2016-02-07,45323000,Metropolis,1,3,15,11,Крюково
2016-02-07,45323000,Metropolis,2,1,8,4,Крюково
2016-02-07,45323000,Metropolis,2,2,23,19,Крюково
2016-02-07,45323000,Metropolis,2,3,4,8,Крюково
2016-02-07,45323000,Shuka,2,1,4,,Крюково
2016-02-07,45323000,Shuka,2,4,4,,Крюково
2016-02-07,45324000,Himki,1,2,4,4,Крюково
2016-02-07,45324000,Himki,2,1,4,,Крюково
2016-02-07,45324000,Himki,2,2,4,15,Крюково
2016-02-07,45324000,Himki,2,3,4,4,Крюково
2016-02-07,45324000,Metropolis,1,2,8,33,Крюково
2016-02-07,45324000,Metropolis,1,3,4,,Крюково
2016-02-07,45324000,Metropolis,2,1,11,11,Крюково
2016-02-07,45324000,Metropolis,2,4,4,4,Крюково
2016-02-07,45325000,Himki,1,2,8,23,Крюково
2016-02-07,45325000,Himki,1,3,11,11,Крюково
2016-02-07,45325000,Himki,1,4,4,4,Крюково
2016-02-07,45325000,Himki,2,1,4,11,Крюково
2016-02-07,45325000,Himki,2,2,4,11,Крюково
2016-02-07,45325000,Himki,2,4,15,11,Крюково
2016-02-07,45325000,Metropolis,1,1,8,19,Крюково
2016-02-07,45325000,Metropolis,1,2,8,15,Крюково
2016-02-07,45325000,Metropolis,1,3,4,11,Крюково
2016-02-07,45325000,Metropolis,1,4,8,4,Крюково
2016-02-07,45325000,Metropolis,2,1,11,19,Крюково
2016-02-07,45325000,Metropolis,2,2,8,8,Крюково
2016-02-07,45325000,Metropolis,2,3,8,19,Крюково
2016-02-07,45325000,Metropolis,2,4,4,8,Крюково
2016-02-07,45325000,Shuka,1,1,4,4,Крюково
2016-02-07,45325000,Shuka,1,2,8,15,Крюково
2016-02-07,45325000,Shuka,1,3,8,4,Крюково
2016-02-07,45325000,Shuka,2,3,4,11,Крюково
2016-02-07,45326000,Himki,1,2,8,,Крюково
2016-02-07,45326000,Himki,1,3,8,,Крюково
2016-02-07,45326000,Himki,2,1,4,4,Крюково
2016-02-07,45326000,Himki,2,2,8,,Крюково
2016-02-07,45326000,Himki,2,3,4,,Крюково
2016-02-07,45326000,Metropolis,1,2,4,8,Крюково
2016-02-07,45326000,Metropolis,1,3,8,8,Крюково
2016-02-07,45326000,Metropolis,2,2,11,4,Крюково
2016-02-07,45326000,Metropolis,2,3,4,4,Крюково
2016-02-07,45326000,Shuka,1,4,8,8,Крюково
2016-02-07,45327000,Himki,1,1,4,4,Крюково
2016-02-07,45327000,Himki,1,2,8,8,Крюково
2016-02-07,45327000,Himki,1,4,4,4,Крюково
2016-02-07,45327000,Himki,2,2,4,11,Крюково
2016-02-07,45327000,Metropolis,1,2,11,8,Крюково
2016-02-07,45327000,Metropolis,1,4,4,,Крюково
2016-02-07,45327000,Metropolis,2,1,4,8,Крюково
2016-02-07,45327000,Metropolis,2,2,8,19,Крюково
2016-02-07,45327000,Metropolis,2,3,4,4,Крюково
2016-02-07,45327000,Metropolis,2,4,4,,Крюково
2016-02-07,45327000,Shuka,1,1,8,8,Крюково
2016-02-07,45327000,Shuka,1,2,4,8,Крюково
2016-02-07,45327000,Shuka,1,4,8,,Крюково
2016-02-07,45327000,Shuka,2,2,4,,Крюково
2016-02-07,45328000,Himki,1,2,19,34,Крюково
2016-02-07,45328000,Himki,2,1,4,4,Крюково
2016-02-07,45328000,Himki,2,2,4,15,Крюково
2016-02-07,45328000,Himki,2,3,4,8,Крюково
2016-02-07,45328000,Metropolis,1,1,4,,Крюково
2016-02-07,45328000,Metropolis,1,2,4,4,Крюково
2016-02-07,45328000,Metropolis,1,3,11,4,Крюково
2016-02-07,45328000,Metropolis,1,4,4,,Крюково
2016-02-07,45328000,Metropolis,2,2,11,30,Крюково
2016-02-07,45328000,Metropolis,2,3,4,4,Крюково
2016-02-07,45328000,Shuka,1,2,8,,Крюково
2016-02-07,45328000,Shuka,2,1,8,8,Крюково
2016-02-07,45328000,Shuka,2,3,15,4,Крюково
2016-02-07,45329000,Himki,1,2,15,11,Крюково
2016-02-07,45329000,Himki,1,3,11,19,Крюково
2016-02-07,45329000,Himki,1,4,11,15,Крюково
2016-02-07,45329000,Himki,2,2,11,4,Крюково
2016-02-07,45329000,Metropolis,1,1,4,4,Крюково
2016-02-07,45329000,Metropolis,1,2,23,8,Крюково
2016-02-07,45329000,Metropolis,1,3,11,15,Крюково
2016-02-07,45329000,Metropolis,1,4,8,8,Крюково
2016-02-07,45329000,Metropolis,2,1,4,8,Крюково
2016-02-07,45329000,Metropolis,2,2,8,8,Крюково
2016-02-07,45329000,Metropolis,2,4,8,4,Крюково
2016-02-07,45329000,Shuka,1,1,4,8,Крюково
2016-02-07,45329000,Shuka,2,2,15,11,Крюково
2016-02-07,45330000,Himki,1,1,42,30,Крюково
2016-02-07,45330000,Himki,1,2,87,42,Крюково
2016-02-07,45330000,Himki,1,3,53,15,Крюково
2016-02-07,45330000,Himki,1,4,15,15,Крюково
2016-02-07,45330000,Himki,2,1,19,11,Крюково
2016-02-07,45330000,Himki,2,2,106,61,Крюково
2016-02-07,45330000,Himki,2,3,38,46,Крюково
2016-02-07,45330000,Himki,2,4,11,15,Крюково
2016-02-07,45330000,Metropolis,1,2,15,4,Крюково
2016-02-07,45330000,Metropolis,2,1,11,8,Крюково
2016-02-07,45330000,Metropolis,2,2,11,,Крюково
2016-02-07,45330000,Metropolis,2,4,4,,Крюково
2016-02-07,45330000,Shuka,1,3,4,4,Крюково
2016-02-07,45330000,Shuka,1,4,4,,Крюково
2016-02-07,45330000,Shuka,2,1,4,,Крюково
2016-02-07,45330000,Shuka,2,2,4,4,Крюково
2016-02-07,45331000,Himki,1,1,15,4,Крюково
2016-02-07,45331000,Himki,1,2,49,42,Крюково
2016-02-07,45331000,Himki,1,3,15,15,Крюково
2016-02-07,45331000,Himki,1,4,4,15,Крюково
2016-02-07,45331000,Himki,2,1,27,27,Крюково
2016-02-07,45331000,Himki,2,2,53,42,Крюково
2016-02-07,45331000,Himki,2,3,15,19,Крюково
2016-02-07,45331000,Himki,2,4,11,11,Крюково
2016-02-07,45331000,Metropolis,1,1,4,,Крюково
2016-02-07,45331000,Metropolis,1,2,4,11,Крюково
2016-02-07,45331000,Metropolis,2,2,4,4,Крюково
2016-02-07,45331000,Metropolis,2,4,8,4,Крюково
2016-02-07,45332000,Himki,1,2,38,26,Крюково
2016-02-07,45332000,Himki,1,3,11,15,Крюково
2016-02-07,45332000,Himki,1,4,4,,Крюково
2016-02-07,45332000,Himki,2,1,4,,Крюково
2016-02-07,45332000,Himki,2,2,42,19,Крюково
2016-02-07,45332000,Himki,2,3,8,4,Крюково
2016-02-07,45332000,Himki,2,4,4,8,Крюково
2016-02-07,45332000,Metropolis,2,4,4,4,Кузьминки
2016-02-07,45333000,Himki,1,1,4,15,Кузьминки
2016-02-07,45333000,Himki,1,2,42,76,Кузьминки
2016-02-07,45333000,Himki,1,3,8,38,Кузьминки
2016-02-07,45333000,Himki,1,4,15,8,Кузьминки
2016-02-07,45333000,Himki,2,1,8,8,Кузьминки
2016-02-07,45333000,Himki,2,2,46,49,Кузьминки
2016-02-07,45333000,Himki,2,3,19,19,Кузьминки
2016-02-07,45333000,Himki,2,4,15,11,Кузьминки
2016-02-07,45333000,Metropolis,1,1,49,49,Кузьминки
2016-02-07,45333000,Metropolis,1,2,110,102,Кузьминки
2016-02-07,45333000,Metropolis,1,3,42,30,Кузьминки
2016-02-07,45333000,Metropolis,1,4,42,38,Кузьминки
2016-02-07,45333000,Metropolis,2,1,53,53,Кузьминки
2016-02-07,45333000,Metropolis,2,2,156,102,Кузьминки
2016-02-07,45333000,Metropolis,2,3,34,19,Кузьминки
2016-02-07,45333000,Metropolis,2,4,23,23,Кузьминки
2016-02-07,45333000,Shuka,1,2,8,4,Кузьминки
2016-02-07,45333000,Shuka,1,3,4,8,Кузьминки
2016-02-07,45333000,Shuka,1,4,8,11,Кузьминки
2016-02-07,45333000,Shuka,2,2,19,23,Кузьминки
2016-02-07,45333000,Shuka,2,3,11,8,Кузьминки
2016-02-07,45334000,Himki,1,2,19,65,Кузьминки
2016-02-07,45334000,Himki,1,3,4,19,Кузьминки
2016-02-07,45334000,Himki,1,4,4,11,Кузьминки
2016-02-07,45334000,Himki,2,2,11,27,Кузьминки
2016-02-07,45334000,Himki,2,3,4,15,Кузьминки
2016-02-07,45334000,Himki,2,4,15,27,Кузьминки
2016-02-07,45334000,Metropolis,1,1,4,11,Кузьминки
2016-02-07,45334000,Metropolis,1,2,19,61,Кузьминки
2016-02-07,45334000,Metropolis,1,3,23,19,Кузьминки
2016-02-07,45334000,Metropolis,1,4,4,8,Кузьминки
2016-02-07,45334000,Metropolis,2,1,15,11,Кузьминки
2016-02-07,45334000,Metropolis,2,2,34,80,Кузьминки
2016-02-07,45334000,Metropolis,2,3,11,11,Кузьминки
2016-02-07,45334000,Metropolis,2,4,8,8,Кузьминки
2016-02-07,45334000,Shuka,1,2,11,23,Кузьминки
2016-02-07,45334000,Shuka,1,3,15,19,Кузьминки
2016-02-07,45334000,Shuka,1,4,4,4,Кузьминки
2016-02-07,45334000,Shuka,2,1,8,8,Кузьминки
2016-02-07,45334000,Shuka,2,2,4,27,Кузьминки
2016-02-07,45334000,Shuka,2,3,8,11,Кузьминки
2016-02-07,45334000,Shuka,2,4,4,4,Кузьминки
2016-02-07,45335000,Himki,1,1,8,,Кузьминки
2016-02-07,45335000,Himki,1,2,49,27,Кузьминки
2016-02-07,45335000,Himki,1,3,15,19,Кузьминки
2016-02-07,45335000,Himki,1,4,19,8,Кузьминки
2016-02-07,45335000,Himki,2,2,34,34,Кузьминки
2016-02-07,45335000,Himki,2,3,11,4,Кузьминки
2016-02-07,45335000,Metropolis,1,1,8,8,Кузьминки
2016-02-07,45335000,Metropolis,1,2,38,11,Кузьминки
2016-02-07,45335000,Metropolis,1,3,30,30,Кузьминки
2016-02-07,45335000,Metropolis,1,4,8,4,Кузьминки
2016-02-07,45335000,Metropolis,2,1,8,11,Кузьминки
2016-02-07,45335000,Metropolis,2,2,53,27,Кузьминки
2016-02-07,45335000,Metropolis,2,3,11,4,Кузьминки
2016-02-07,45335000,Metropolis,2,4,27,19,Кузьминки
2016-02-07,45335000,Shuka,1,2,4,,Кузьминки
2016-02-07,45335000,Shuka,2,1,4,,Кузьминки
2016-02-07,45335000,Shuka,2,2,4,4,Кузьминки
2016-02-07,45335000,Shuka,2,4,4,4,Кузьминки
2016-02-07,45336000,Himki,1,1,8,4,Кузьминки
2016-02-07,45336000,Himki,1,2,27,64,Кузьминки
2016-02-07,45336000,Himki,1,3,46,46,Кузьминки
2016-02-07,45336000,Himki,1,4,15,15,Кузьминки
2016-02-07,45336000,Himki,2,2,42,46,Кузьминки
2016-02-07,45336000,Himki,2,3,19,4,Кузьминки
2016-02-07,45336000,Himki,2,4,11,15,Кузьминки
2016-02-07,45336000,Metropolis,1,1,175,258,Кузьминки
2016-02-07,45336000,Metropolis,1,2,547,652,Кузьминки
2016-02-07,45336000,Metropolis,1,3,262,269,Кузьминки
2016-02-07,45336000,Metropolis,1,4,156,201,Кузьминки
2016-02-07,45336000,Metropolis,2,1,87,163,Кузьминки
2016-02-07,45336000,Metropolis,2,2,417,580,Кузьминки
2016-02-07,45336000,Metropolis,2,3,194,266,Кузьминки
2016-02-07,45336000,Metropolis,2,4,129,178,Кузьминки
2016-02-07,45336000,Shuka,1,2,8,4,Кузьминки
2016-02-07,45336000,Shuka,1,4,4,15,Кузьминки
2016-02-07,45336000,Shuka,2,2,8,11,Кузьминки
2016-02-07,45336000,Shuka,2,3,4,8,Кузьминки
2016-02-07,45337000,Himki,1,1,11,15,Кузьминки
2016-02-07,45337000,Himki,1,2,46,23,Кузьминки
2016-02-07,45337000,Himki,1,3,19,11,Кузьминки
2016-02-07,45337000,Himki,1,4,8,11,Кузьминки
2016-02-07,45337000,Himki,2,1,11,8,Кузьминки
2016-02-07,45337000,Himki,2,2,23,30,Кузьминки
2016-02-07,45337000,Himki,2,3,8,11,Кузьминки
2016-02-07,45337000,Himki,2,4,4,4,Кузьминки
2016-02-07,45337000,Metropolis,1,1,19,8,Кузьминки
2016-02-07,45337000,Metropolis,1,2,46,19,Кузьминки
2016-02-07,45337000,Metropolis,1,3,23,11,Кузьминки
2016-02-07,45337000,Metropolis,1,4,4,4,Кузьминки
2016-02-07,45337000,Metropolis,2,1,19,15,Кузьминки
2016-02-07,45337000,Metropolis,2,2,30,30,Кузьминки
2016-02-07,45337000,Metropolis,2,3,11,8,Кузьминки
2016-02-07,45337000,Metropolis,2,4,11,,Кузьминки
2016-02-07,45337000,Shuka,2,2,4,,Кузьминки
2016-02-07,45338000,Himki,1,1,11,19,Кузьминки
2016-02-07,45338000,Himki,1,2,152,114,Кузьминки
2016-02-07,45338000,Himki,1,3,42,57,Кузьминки
2016-02-07,45338000,Himki,1,4,11,15,Кузьминки
2016-02-07,45338000,Himki,2,1,15,11,Кузьминки
2016-02-07,45338000,Himki,2,2,83,42,Кузьминки
2016-02-07,45338000,Himki,2,3,30,34,Кузьминки
2016-02-07,45338000,Himki,2,4,42,23,Кузьминки
2016-02-07,45338000,Metropolis,1,1,46,27,Кузьминки
2016-02-07,45338000,Metropolis,1,2,163,87,Кузьминки
2016-02-07,45338000,Metropolis,1,3,53,38,Кузьминки
2016-02-07,45338000,Metropolis,1,4,34,23,Кузьминки
2016-02-07,45338000,Metropolis,2,1,49,34,Кузьминки
2016-02-07,45338000,Metropolis,2,2,186,102,Кузьминки
2016-02-07,45338000,Metropolis,2,3,118,80,Кузьминки
2016-02-07,45338000,Metropolis,2,4,34,30,Кузьминки
2016-02-07,45338000,Shuka,1,2,8,19,Кузьминки
2016-02-07,45338000,Shuka,1,3,8,4,Кузьминки
2016-02-07,45338000,Shuka,2,1,4,8,Кузьминки
2016-02-07,45338000,Shuka,2,2,4,8,Кузьминки
2016-02-07,45338000,Shuka,2,3,4,,Кузьминки
2016-02-07,45338000,Shuka,2,4,11,4,Кузьминки
2016-02-07,45339000,Himki,1,1,8,,Кузьминки
2016-02-07,45339000,Himki,1,2,57,34,Кузьминки
